Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Daniel Leite,pt POR,GK,24-257,24.7,669,870,76.9,17582,11022,118,119,99.2,355,361,98.3,196,386,50.8,0,0.0,0.0,0.0,0,9,0,0,2,Matches
Joãozinho,pt POR,DF,33-275,21.8,919,1187,77.4,16913,7394,363,416,87.3,453,535,84.7,92,191,48.2,3,1.2,1.4,1.8,17,93,15,5,104,Matches
Tiago Gouveia,pt POR,FW,21-289,20.8,334,463,72.1,5421,1842,188,226,83.2,108,145,74.5,30,61,49.2,5,4.5,3.6,0.5,35,22,29,12,51,Matches
Tiago santos,pt POR,DF,20-254,20.9,720,964,74.7,13541,4503,317,359,88.3,297,378,78.6,100,188,53.2,2,1.7,1.4,0.3,16,64,13,9,54,Matches
Pedro Álvaro,pt POR,DF,23-032,20.6,993,1153,86.1,21994,7319,229,245,93.5,601,637,94.3,160,248,64.5,0,0.3,0.2,-0.3,4,51,3,0,64,Matches
João Carvalho,pt POR,MF,26-025,18.8,653,807,80.9,12864,3609,244,281,86.8,287,327,87.8,109,166,65.7,2,1.6,1.8,0.4,19,78,10,1,95,Matches
Francisco Geraldes,pt POR,MF,27-350,17.9,523,729,71.7,9407,2856,243,304,79.9,188,237,79.3,73,131,55.7,2,1.6,1.4,0.4,30,67,17,1,88,Matches
Bernardo Vital,pt POR,DF,22-095,18.1,884,1006,87.9,19114,5997,202,227,89.0,567,603,94.0,112,162,69.1,0,0.1,0.1,-0.1,3,32,1,0,35,Matches
Rodrigo Martins,pt POR,"FW,MF",24-200,13.2,210,317,66.2,3298,653,122,152,80.3,70,112,62.5,14,33,42.4,0,1.0,1.0,-1.0,8,15,7,1,30,Matches
Mor Ndiaye,sn SEN,MF,22-132,13.1,446,537,83.1,8375,2262,153,178,86.0,243,274,88.7,43,64,67.2,0,0.4,0.2,-0.4,8,27,0,0,36,Matches
Loreintz Rosier,fr FRA,MF,24-232,11.5,388,478,81.2,7354,1864,147,182,80.8,191,222,86.0,42,57,73.7,1,0.2,0.6,0.8,4,35,4,1,43,Matches
Mexer,mz MOZ,DF,34-207,10.7,544,627,86.8,12215,3330,112,122,91.8,342,365,93.7,90,134,67.2,0,0.0,0.1,0.0,2,32,1,0,35,Matches
Erison,br BRA,FW,23-355,7.6,57,77,74.0,828,103,31,38,81.6,23,31,74.2,1,2,50.0,0,0.7,0.4,-0.7,7,4,1,0,6,Matches
Cassiano,br BRA,FW,33-291,7.2,50,90,55.6,629,78,38,55,69.1,9,23,39.1,1,3,33.3,0,0.1,0.4,-0.1,3,2,0,0,4,Matches
João Gamboa,pt POR,"MF,DF",26-215,6.5,165,215,76.7,3007,938,60,77,77.9,85,94,90.4,15,28,53.6,0,0.0,0.1,0.0,1,20,2,0,24,Matches
James Lea Siliki,cm CMR,"MF,FW",26-295,8.7,157,266,59.0,3158,1022,59,78,75.6,64,94,68.1,29,76,38.2,0,0.7,1.4,-0.7,10,26,9,5,29,Matches
Tiago Araújo,pt POR,"DF,FW",22-007,7.8,231,358,64.5,4665,1704,101,127,79.5,92,125,73.6,35,84,41.7,0,0.4,0.5,-0.4,7,15,9,8,21,Matches
João Carlos,br BRA,FW,28-033,7.3,76,134,56.7,1289,286,43,64,67.2,17,35,48.6,13,17,76.5,1,0.8,0.6,0.2,4,11,1,1,11,Matches
Rafik Guitane,fr FRA,"FW,MF",23-312,3.9,100,127,78.7,1643,420,55,63,87.3,25,31,80.6,16,21,76.2,0,0.6,1.0,-0.6,6,5,8,3,12,Matches
Arthur,br BRA,"FW,MF",24-274,3.1,48,71,67.6,868,169,25,32,78.1,17,21,81.0,6,12,50.0,1,0.1,0.5,0.9,2,5,4,0,7,Matches
Lucas Áfrico,br BRA,DF,28-057,2.9,119,131,90.8,2442,782,39,42,92.9,61,66,92.4,19,23,82.6,0,0.0,0.0,0.0,0,5,0,0,9,Matches
Shaquil Delos,fr FRA,"DF,FW",23-291,2.6,78,111,70.3,1452,492,32,38,84.2,38,50,76.0,8,19,42.1,0,0.2,0.1,-0.2,3,7,1,1,6,Matches
Carlos Eduardo,br BRA,"FW,MF",26-175,2.1,33,48,68.8,462,132,21,26,80.8,9,14,64.3,2,4,50.0,0,0.3,0.2,-0.3,2,0,3,1,4,Matches
Gonçalo Esteves,pt POR,DF,19-035,2.0,67,90,74.4,1128,453,29,34,85.3,34,41,82.9,3,10,30.0,0,0.1,0.0,-0.1,1,5,1,0,12,Matches
Gilson Tavares,cv CPV,FW,21-095,3.4,43,66,65.2,608,94,27,37,73.0,11,17,64.7,2,5,40.0,1,0.1,0.0,0.9,3,1,1,0,3,Matches
Alejandro Marqués,es ESP,FW,22-242,2.6,22,33,66.7,360,84,8,13,61.5,10,13,76.9,2,4,50.0,0,0.0,0.0,0.0,1,1,0,0,5,Matches
Serginho,pt POR,"FW,MF",22-064,1.5,44,64,68.8,770,185,20,24,83.3,18,25,72.0,4,7,57.1,0,0.0,0.0,0.0,0,5,0,0,7,Matches
Pedro José Moreira Silva,pt POR,GK,26-049,1.3,32,44,72.7,845,551,6,6,100.0,18,18,100.0,8,20,40.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
João Marques,pt POR,MF,21-049,1.2,28,40,70.0,426,97,19,21,90.5,7,9,77.8,2,4,50.0,0,0.3,0.1,-0.3,1,6,1,0,3,Matches
Bamidele Isa Yusuf,ng NGA,"FW,MF",22-040,0.7,9,18,50.0,128,11,4,5,80.0,3,7,42.9,1,4,25.0,0,0.0,0.0,0.0,0,1,1,0,2,Matches
Mabrouk Rouai,fr FRA,"FW,MF",22-153,0.4,7,11,63.6,132,30,4,5,80.0,2,4,50.0,1,2,50.0,0,0.0,0.0,0.0,1,0,0,0,0,Matches
Volnei Feltes,br BRA,DF,22-353,0.1,3,3,100.0,61,40,1,1,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Elias Achouri,tn TUN,MF,24-052,0.1,3,6,50.0,49,0,2,3,66.7,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,,,25.4,26.0,8655,11141,77.7,173028,60322,3062,3600,85.1,4247,4917,86.4,1230,2167,56.8,18,17.0,17.2,1.0,198,645,142,49,802,
Opponent Total,,,26.6,26.0,9422,11883,79.3,177109,66759,3864,4379,88.2,4182,4825,86.7,1170,2062,56.7,25,25.3,24.3,-0.3,254,734,215,67,1010,
