Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Daniel Leite,pt POR,GK,24-260,24.7,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,13,1,Matches
Joãozinho,pt POR,DF,33-278,21.8,22,16,10,9,3,13,21,61.9,8,23,10,13,15,37,43,0,Matches
Tiago Gouveia,pt POR,FW,21-292,20.8,37,21,13,15,9,22,40,55.0,18,13,1,12,12,49,11,0,Matches
Tiago santos,pt POR,DF,20-257,20.9,59,39,34,22,3,35,50,70.0,15,18,3,15,13,72,35,0,Matches
Pedro Álvaro,pt POR,DF,23-035,20.6,16,8,10,5,1,12,16,75.0,4,22,15,7,26,42,82,1,Matches
João Carvalho,pt POR,MF,26-028,18.8,38,27,20,15,3,18,37,48.6,19,29,9,20,13,51,11,1,Matches
Francisco Geraldes,pt POR,MF,27-353,17.9,24,16,8,13,3,10,25,40.0,15,13,2,11,19,43,6,1,Matches
Bernardo Vital,pt POR,DF,22-098,18.1,20,12,17,3,0,13,16,81.3,3,18,11,7,12,32,97,1,Matches
Rodrigo Martins,pt POR,"FW,MF",24-203,13.2,14,8,4,7,3,8,18,44.4,10,8,1,7,4,18,8,0,Matches
Mor Ndiaye,sn SEN,MF,22-135,13.1,24,15,10,13,1,16,23,69.6,7,17,10,7,10,34,59,1,Matches
Loreintz Rosier,fr FRA,MF,24-235,11.5,34,23,16,18,0,15,28,53.6,13,11,2,9,22,56,25,3,Matches
Mexer,mz MOZ,DF,34-210,10.7,11,5,9,2,0,7,9,77.8,2,9,7,2,12,23,30,0,Matches
Erison,br BRA,FW,23-358,7.6,3,0,1,1,1,1,3,33.3,2,4,0,4,0,3,6,0,Matches
Cassiano,br BRA,FW,33-294,7.2,10,6,2,3,5,4,9,44.4,5,7,1,6,1,11,4,0,Matches
João Gamboa,pt POR,"MF,DF",26-218,6.5,6,3,1,3,2,2,12,16.7,10,9,4,5,11,17,12,0,Matches
James Lea Siliki,cm CMR,"MF,FW",26-298,8.7,15,12,7,7,1,7,11,63.6,4,9,2,7,9,24,4,0,Matches
Tiago Araújo,pt POR,"DF,FW",22-010,7.8,12,8,8,2,2,7,16,43.8,9,10,1,9,9,21,13,0,Matches
João Carlos,br BRA,FW,28-036,7.3,2,2,0,1,1,1,5,20.0,4,7,1,6,2,4,9,0,Matches
Rafik Guitane,fr FRA,"FW,MF",23-315,3.9,4,3,1,2,1,3,6,50.0,3,2,1,1,2,6,1,0,Matches
Arthur,br BRA,"FW,MF",24-277,3.1,5,3,3,2,0,2,6,33.3,4,1,0,1,1,6,1,0,Matches
Lucas Áfrico,br BRA,DF,28-060,2.9,2,1,2,0,0,1,1,100.0,0,2,2,0,3,5,5,0,Matches
Shaquil Delos,fr FRA,"DF,FW",23-294,2.6,10,8,6,2,2,6,7,85.7,1,5,2,3,3,13,3,0,Matches
Carlos Eduardo,br BRA,"FW,MF",26-178,2.1,7,5,5,2,0,6,10,60.0,4,1,0,1,4,11,1,0,Matches
Gonçalo Esteves,pt POR,DF,19-038,2.0,4,1,3,1,0,3,3,100.0,0,3,0,3,2,6,3,0,Matches
Gilson Tavares,cv CPV,FW,21-098,3.4,6,3,2,2,2,2,3,66.7,1,1,0,1,0,6,6,0,Matches
Alejandro Marqués,es ESP,FW,22-245,2.6,3,2,0,3,0,0,2,0.0,2,4,3,1,2,5,4,0,Matches
Serginho,pt POR,"FW,MF",22-067,1.5,5,3,2,3,0,1,3,33.3,2,2,0,2,0,5,1,0,Matches
Pedro José Moreira Silva,pt POR,GK,26-052,1.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
João Marques,pt POR,MF,21-052,1.2,1,1,1,0,0,0,1,0.0,1,1,0,1,0,1,1,0,Matches
Bamidele Isa Yusuf,ng NGA,"FW,MF",22-043,0.7,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,Matches
Mabrouk Rouai,fr FRA,"FW,MF",22-156,0.4,1,0,0,0,1,1,1,100.0,0,1,1,0,0,1,0,0,Matches
Volnei Feltes,br BRA,DF,22-356,0.1,0,0,0,0,0,0,0,,0,0,0,0,2,2,1,0,Matches
Elias Achouri,tn TUN,MF,24-055,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
Squad Total,,,25.4,26.0,395,251,195,156,44,216,384,56.3,168,252,89,163,209,604,496,9,
Opponent Total,,,26.7,26.0,432,280,227,157,48,223,424,52.6,201,249,79,170,267,699,480,3,
