Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Daniel Leite,pt POR,GK,24-242,23.7,3,1,1,1,5,0,0,0,0,0,1,0,31,2,1,66.7,Matches
Joãozinho,pt POR,DF,33-260,21.8,6,1,0,17,16,1,84,15,15,0,2,1,96,16,24,40.0,Matches
Tiago Gouveia,pt POR,FW,21-274,19.8,6,0,0,33,50,4,33,11,19,0,0,0,75,6,16,27.3,Matches
Tiago santos,pt POR,DF,20-239,19.9,3,0,0,27,61,1,60,12,38,0,0,0,112,6,15,28.6,Matches
Pedro Álvaro,pt POR,DF,23-017,19.6,6,0,0,29,13,1,3,26,8,0,2,0,78,46,21,68.7,Matches
Francisco Geraldes,pt POR,MF,27-335,17.9,6,1,1,16,43,0,51,19,16,0,0,0,100,9,15,37.5,Matches
João Carvalho,pt POR,MF,26-010,17.8,4,0,0,21,24,0,31,13,28,0,0,0,121,6,9,40.0,Matches
Bernardo Vital,pt POR,DF,22-080,17.1,4,0,0,24,17,1,1,11,12,0,0,0,81,38,27,58.5,Matches
Rodrigo Martins,pt POR,"FW,MF",24-185,13.1,1,0,0,24,34,7,31,4,8,0,0,0,65,4,14,22.2,Matches
Loreintz Rosier,fr FRA,MF,24-217,11.5,1,0,0,21,9,0,2,22,23,0,0,0,66,18,6,75.0,Matches
Mor Ndiaye,sn SEN,MF,22-117,12.1,5,1,1,14,8,0,0,8,15,0,1,0,68,25,15,62.5,Matches
Mexer,mz MOZ,DF,34-192,10.7,5,0,0,13,9,0,2,12,5,0,3,0,73,17,14,54.8,Matches
Erison,br BRA,FW,23-340,7.6,0,0,0,6,12,5,0,0,0,0,0,0,4,20,23,46.5,Matches
Cassiano,br BRA,FW,33-276,7.2,1,0,0,13,17,5,3,1,6,0,0,0,13,13,26,33.3,Matches
João Gamboa,pt POR,"MF,DF",26-200,6.4,1,0,0,6,6,0,2,10,3,0,0,0,30,9,12,42.9,Matches
James Lea Siliki,cm CMR,"MF,FW",26-280,8.7,8,0,0,30,24,1,56,9,12,0,0,0,32,6,2,75.0,Matches
João Carlos,br BRA,"FW,MF",28-018,7.1,2,0,0,14,11,2,4,2,2,0,0,0,23,17,36,32.1,Matches
Tiago Araújo,pt POR,"FW,DF",21-357,6.8,0,0,0,7,4,3,53,6,8,0,0,0,43,7,6,53.8,Matches
Rafik Guitane,fr FRA,"FW,MF",23-297,3.9,0,0,0,2,2,0,10,2,3,0,0,0,19,1,2,33.3,Matches
Arthur,br BRA,"FW,MF",24-259,3.1,1,0,0,2,2,1,5,1,3,0,0,0,9,0,3,0.0,Matches
Lucas Áfrico,br BRA,DF,28-042,2.9,0,0,0,4,4,0,0,3,1,0,0,0,5,6,4,60.0,Matches
Shaquil Delos,fr FRA,"DF,FW",23-276,2.6,1,0,0,2,7,0,8,3,8,0,0,0,15,2,3,40.0,Matches
Gonçalo Esteves,pt POR,DF,19-020,2.0,3,1,1,4,4,0,1,2,1,0,0,0,12,1,1,50.0,Matches
Gilson Tavares,cv CPV,FW,21-080,3.4,1,0,0,9,5,0,1,0,3,0,0,0,19,9,14,39.1,Matches
Serginho,pt POR,"FW,MF",22-049,1.5,1,0,0,3,0,0,7,0,3,0,0,0,6,3,0,100.0,Matches
Pedro José Moreira Silva,pt POR,GK,26-034,1.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Matches
Carlos Eduardo,br BRA,"FW,MF",26-160,1.2,1,0,0,2,3,1,5,3,2,0,0,0,6,0,3,0.0,Matches
Alejandro Marqués,es ESP,FW,22-227,1.8,0,0,0,5,2,0,0,1,1,0,0,0,4,8,14,36.4,Matches
Bamidele Isa Yusuf,ng NGA,"FW,MF",22-025,0.7,1,0,0,4,0,2,2,0,0,0,0,0,5,2,4,33.3,Matches
Mabrouk Rouai,fr FRA,"FW,MF",22-138,0.4,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,100.0,Matches
João Marques,pt POR,MF,21-034,0.3,0,0,0,2,2,0,2,0,0,0,0,0,4,0,1,0.0,Matches
Volnei Feltes,br BRA,DF,22-338,0.1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,50.0,Matches
Elias Achouri,tn TUN,MF,24-037,0.1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,100.0,Matches
Squad Total,,,25.4,25.0,72,5,4,356,397,36,457,198,243,0,9,1,1217,300,332,47.5,
Opponent Total,,,26.6,25.0,74,7,3,421,342,52,497,256,273,8,3,0,1251,332,300,52.5,
