Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Daniel Leite,pt POR,GK,24-242,24,2135.0,89.0,94.9,23.7,24,89.0,23,0,,0,0.92,20.0,33.0,-13.0,-0.55,3.37,23.6,34.4,-10.8,-0.45,2.87,Matches
Joãozinho,pt POR,DF,33-260,23,1965.0,85.0,87.3,21.8,23,85.0,18,0,,0,0.96,17.0,32.0,-15.0,-0.69,0.26,21.2,33.5,-12.3,-0.56,0.31,Matches
Tiago Gouveia,pt POR,FW,21-274,22,1786.0,81.0,79.4,19.8,22,81.0,6,0,,1,0.95,18.0,29.0,-11.0,-0.55,0.8,19.3,28.1,-8.8,-0.44,0.76,Matches
Tiago santos,pt POR,DF,20-239,23,1789.0,78.0,79.5,19.9,21,84.0,14,2,15.0,0,0.83,17.0,33.0,-16.0,-0.8,-0.41,19.8,30.1,-10.3,-0.52,0.41,Matches
Pedro Álvaro,pt POR,DF,23-017,21,1767.0,84.0,78.5,19.6,20,87.0,17,1,20.0,2,1.05,17.0,28.0,-11.0,-0.56,0.74,19.6,28.5,-8.8,-0.45,0.7,Matches
Francisco Geraldes,pt POR,MF,27-335,21,1615.0,77.0,71.8,17.9,20,80.0,8,1,10.0,0,1.05,17.0,28.0,-11.0,-0.61,0.38,18.9,26.0,-7.0,-0.39,0.74,Matches
João Carvalho,pt POR,MF,26-010,21,1600.0,76.0,71.1,17.8,19,82.0,9,2,17.0,0,0.86,11.0,26.0,-15.0,-0.84,-0.43,15.5,24.5,-9.0,-0.5,0.35,Matches
Bernardo Vital,pt POR,DF,22-080,18,1539.0,86.0,68.4,17.1,17,90.0,17,1,9.0,5,1.17,16.0,23.0,-7.0,-0.41,0.98,17.1,25.6,-8.5,-0.5,0.33,Matches
Rodrigo Martins,pt POR,"FW,MF",24-185,23,1176.0,51.0,52.3,13.1,13,71.0,1,10,25.0,2,0.96,9.0,17.0,-8.0,-0.61,0.23,12.4,18.9,-6.5,-0.5,0.22,Matches
Loreintz Rosier,fr FRA,MF,24-217,12,1035.0,86.0,46.0,11.5,12,86.0,11,0,,0,1.25,13.0,17.0,-4.0,-0.35,0.69,11.8,18.1,-6.3,-0.54,0.11,Matches
