Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
Daniel Leite,pt POR,GK,24-242,24,24,2135.0,23.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Joãozinho,pt POR,DF,33-260,23,23,1965.0,21.8,0.0,3.0,3.0,0.0,0.0,0.0,6.0,1.0,0.1,0.1,1.2,1.3,21.0,104.0,50.0,0.0,0.14,0.14,0.0,0.14,0.01,0.05,0.06,0.01,0.06,Matches
Tiago Gouveia,pt POR,FW,21-274,22,22,1786.0,19.8,5.0,5.0,10.0,5.0,0.0,0.0,6.0,0.0,2.5,2.4,4.4,6.8,50.0,50.0,143.0,0.25,0.25,0.5,0.25,0.5,0.12,0.22,0.35,0.12,0.34,Matches
Tiago santos,pt POR,DF,20-239,23,21,1789.0,19.9,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,1.7,2.3,65.0,52.0,75.0,0.0,0.1,0.1,0.0,0.1,0.03,0.08,0.11,0.03,0.11,Matches
Pedro Álvaro,pt POR,DF,23-017,21,20,1767.0,19.6,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.3,0.3,0.3,0.6,12.0,62.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches
Francisco Geraldes,pt POR,MF,27-335,21,20,1615.0,17.9,4.0,2.0,6.0,2.0,2.0,3.0,6.0,1.0,5.3,2.9,1.6,4.5,32.0,88.0,66.0,0.22,0.11,0.33,0.11,0.22,0.29,0.09,0.38,0.16,0.25,Matches
João Carvalho,pt POR,MF,26-010,21,19,1600.0,17.8,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.9,0.9,1.4,2.4,20.0,93.0,57.0,0.0,0.06,0.06,0.0,0.06,0.05,0.08,0.13,0.05,0.13,Matches
Bernardo Vital,pt POR,DF,22-080,18,17,1539.0,17.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.1,0.3,6.0,35.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
Rodrigo Martins,pt POR,"FW,MF",24-185,23,13,1176.0,13.1,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,3.3,3.3,1.0,4.2,40.0,30.0,93.0,0.15,0.0,0.15,0.15,0.15,0.25,0.07,0.32,0.25,0.32,Matches
Loreintz Rosier,fr FRA,MF,24-217,12,12,1035.0,11.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.2,1.0,10.0,43.0,10.0,0.0,0.09,0.09,0.0,0.09,0.07,0.02,0.08,0.07,0.08,Matches
Mor Ndiaye,sn SEN,MF,22-117,20,11,1088.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.5,0.5,0.4,0.9,3.0,32.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07,Matches
Mexer,mz MOZ,DF,34-192,12,11,962.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.6,0.6,0.0,0.6,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.06,0.05,0.06,Matches
Erison,br BRA,FW,23-340,11,10,681.0,7.6,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.3,1.3,0.7,2.0,4.0,6.0,24.0,0.26,0.0,0.26,0.26,0.26,0.17,0.1,0.26,0.17,0.26,Matches
Cassiano,br BRA,FW,33-276,8,8,644.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,0.1,1.1,5.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.13,0.02,0.15,0.13,0.15,Matches
João Gamboa,pt POR,"MF,DF",26-200,9,8,578.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,4.0,23.0,4.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches
