Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Matz Sels,be BEL,GK,31-036,28.0,46,10,0,5,0,44.9,0.27,-1.1,-0.04,121,334,36.2,604,102,42.4,35.8,148,52.7,42.7,388,24,6.2,23,0.82,12.0,Matches
Squad Total,,,28.4,28.0,46,10,0,5,0,44.9,0.27,-1.1,-0.04,121,334,36.2,604,102,42.4,35.8,148,52.7,42.7,388,24,6.2,23,0.82,12.0,
Opponent Total,,,26.9,28.0,34,2,1,7,2,37.5,0.3,5.5,0.2,136,378,36.0,781,124,33.9,33.8,176,64.2,46.6,397,40,10.1,27,0.96,13.4,
