Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Matz Sels,be BEL,GK,31-039,29.0,2,1,2,0,0,2,2,100.0,0,0,0,0,3,5,20,0,Matches
Alexander Djiku,gh GHA,DF,28-240,24.0,46,29,31,15,0,22,39,56.4,17,36,13,23,53,99,115,3,Matches
Habib Diallo,sn SEN,FW,27-292,24.1,14,7,5,6,3,6,11,54.5,5,16,3,13,11,25,12,0,Matches
Kévin Gameiro,fr FRA,FW,35-332,20.7,17,8,4,10,3,7,20,35.0,13,9,1,8,8,25,0,0,Matches
Jean-Ricner Bellegarde,fr FRA,MF,24-283,18.9,31,17,13,13,5,6,15,40.0,9,17,2,15,22,53,19,0,Matches
Maxime Le Marchand,fr FRA,DF,33-177,17.4,36,23,22,12,2,17,26,65.4,9,20,12,8,29,65,61,0,Matches
Dimitri Liénard,fr FRA,"DF,MF",35-052,16.3,43,27,19,17,7,32,53,60.4,21,26,4,22,13,56,23,0,Matches
Ismaël Doukouré,fr FRA,DF,19-256,17.3,30,12,15,13,2,13,22,59.1,9,16,6,10,20,50,37,0,Matches
Sanjin Prcić,ba BIH,MF,29-137,16.8,26,12,6,16,4,18,29,62.1,11,21,7,14,21,47,18,0,Matches
Gerzino Nyamsi,fr FRA,DF,26-074,14.4,20,14,10,8,2,8,9,88.9,1,17,10,7,10,30,54,1,Matches
Jean-Eudes Aholou,ci CIV,MF,29-017,12.6,31,19,10,18,3,11,27,40.7,16,17,0,17,23,54,10,0,Matches
Lucas Perrin,fr FRA,DF,24-138,12.7,32,19,18,12,2,17,35,48.6,18,7,5,2,19,51,35,0,Matches
Thomas Delaine,fr FRA,DF,31-013,10.4,23,13,14,4,5,12,22,54.5,10,8,3,5,14,37,7,0,Matches
Mouhamadou Diarra,sn SEN,"MF,FW",19-093,11.0,18,13,8,8,2,12,18,66.7,6,13,1,12,9,27,10,0,Matches
Adrien Thomasson,fr FRA,MF,29-117,10.4,19,9,8,6,5,9,30,30.0,21,18,0,18,3,22,2,0,Matches
Ludovic Ajorque,fr FRA,FW,29-040,8.6,5,4,1,4,0,3,9,33.3,6,3,1,2,2,7,7,0,Matches
Colin Dagba,fr FRA,DF,24-209,7.9,25,16,12,9,4,15,19,78.9,4,16,2,14,11,36,12,0,Matches
Morgan Sanson,fr FRA,MF,28-231,7.2,15,10,4,6,5,4,22,18.2,18,12,1,11,16,31,5,0,Matches
Ibrahima Sissoko,fr FRA,MF,25-161,9.9,22,13,9,10,3,10,24,41.7,14,13,4,9,6,28,16,0,Matches
Frederic Guilbert,fr FRA,DF,28-103,7.6,20,14,10,7,3,12,20,60.0,8,9,1,8,21,41,18,1,Matches
Ronaël Pierre-Gabriel,fr FRA,DF,24-297,7.3,25,18,11,12,2,15,17,88.2,2,16,3,13,9,34,22,0,Matches
Eduard Sobol,ua UKR,DF,27-351,5.8,10,6,4,4,2,3,5,60.0,2,4,0,4,4,14,13,0,Matches
Lebo Mothiba,za RSA,"FW,MF",27-068,4.0,1,0,1,0,0,0,1,0.0,1,4,1,3,0,1,4,0,Matches
Nordine Kandil,fr FRA,"MF,FW",21-157,1.1,3,2,1,2,0,0,3,0.0,3,2,0,2,1,4,1,0,Matches
Franci Bouebari,fr FRA,DF,19-206,0.8,3,0,1,2,0,3,5,60.0,2,0,0,0,2,5,2,0,Matches
Karol Fila,pl POL,DF,24-297,0.5,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,Matches
Dany Jean,ht HAI,"DF,MF",20-129,0.1,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,Matches
Marvin Senaya,tg TOG,DF,22-068,0.1,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0,Matches
Squad Total,,,28.3,29.0,517,306,239,214,64,257,485,53.0,228,322,80,242,331,848,525,5,
Opponent Total,,,26.9,29.0,456,267,203,192,61,212,444,47.7,232,311,78,233,280,736,556,8,
