Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Matz Sels,be BEL,GK,31-039,29.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Alexander Djiku,gh GHA,DF,28-240,24.0,1,13,4,30.8,0.54,0.17,0.08,0.25,15.7,1,0,0,1.2,1.2,0.09,-0.2,-0.2,Matches
Habib Diallo,sn SEN,FW,27-292,24.1,15,64,28,43.8,2.66,1.16,0.22,0.5,12.3,1,1,2,12.9,11.2,0.18,2.1,2.8,Matches
Kévin Gameiro,fr FRA,FW,35-332,20.7,7,39,20,51.3,1.88,0.97,0.18,0.35,12.6,0,0,1,6.6,5.6,0.15,0.4,1.4,Matches
Jean-Ricner Bellegarde,fr FRA,MF,24-283,18.9,1,21,6,28.6,1.11,0.32,0.05,0.17,22.8,6,0,0,1.5,1.5,0.07,-0.5,-0.5,Matches
Maxime Le Marchand,fr FRA,DF,33-177,17.4,0,7,0,0.0,0.4,0.0,0.0,,20.4,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
Dimitri Liénard,fr FRA,"DF,MF",35-052,16.3,0,12,2,16.7,0.74,0.12,0.0,0.0,21.6,1,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
Ismaël Doukouré,fr FRA,DF,19-256,17.3,1,6,2,33.3,0.35,0.12,0.17,0.5,23.7,0,0,0,0.2,0.2,0.03,0.8,0.8,Matches
Sanjin Prcić,ba BIH,MF,29-137,16.8,1,28,7,25.0,1.66,0.42,0.04,0.14,26.0,1,0,0,1.2,1.2,0.04,-0.2,-0.2,Matches
Gerzino Nyamsi,fr FRA,DF,26-074,14.4,1,11,5,45.5,0.77,0.35,0.09,0.2,10.8,0,0,0,1.3,1.3,0.12,-0.3,-0.3,Matches
Jean-Eudes Aholou,ci CIV,MF,29-017,12.6,3,17,7,41.2,1.35,0.56,0.18,0.43,24.1,0,0,0,1.0,1.0,0.06,2.0,2.0,Matches
Lucas Perrin,fr FRA,DF,24-138,12.7,0,2,1,50.0,0.16,0.08,0.0,0.0,7.6,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
Thomas Delaine,fr FRA,DF,31-013,10.4,0,6,4,66.7,0.58,0.39,0.0,0.0,18.7,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
Mouhamadou Diarra,sn SEN,"MF,FW",19-093,11.0,0,12,4,33.3,1.09,0.36,0.0,0.0,21.9,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
Adrien Thomasson,fr FRA,MF,29-117,10.4,0,17,5,29.4,1.63,0.48,0.0,0.0,12.1,0,0,0,1.5,1.5,0.09,-1.5,-1.5,Matches
Ludovic Ajorque,fr FRA,FW,29-040,8.6,1,22,7,31.8,2.57,0.82,0.0,0.0,15.1,1,1,1,3.4,2.6,0.12,-2.4,-2.6,Matches
Colin Dagba,fr FRA,DF,24-209,7.9,0,2,0,0.0,0.25,0.0,0.0,,17.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Morgan Sanson,fr FRA,MF,28-231,7.2,0,18,3,16.7,2.48,0.41,0.0,0.0,20.6,0,0,0,1.6,1.6,0.09,-1.6,-1.6,Matches
Ibrahima Sissoko,fr FRA,MF,25-161,9.9,0,11,3,27.3,1.11,0.3,0.0,0.0,16.0,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
Frederic Guilbert,fr FRA,DF,28-103,7.6,0,6,1,16.7,0.79,0.13,0.0,0.0,26.9,2,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Ronaël Pierre-Gabriel,fr FRA,DF,24-297,7.3,0,3,2,66.7,0.41,0.28,0.0,0.0,14.6,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
Eduard Sobol,ua UKR,DF,27-351,5.8,0,4,0,0.0,0.69,0.0,0.0,,23.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Lebo Mothiba,za RSA,"FW,MF",27-068,4.0,3,7,3,42.9,1.74,0.75,0.43,1.0,12.7,0,0,0,0.9,0.9,0.12,2.1,2.1,Matches
Nordine Kandil,fr FRA,"MF,FW",21-157,1.1,0,3,0,0.0,2.67,0.0,0.0,,19.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Franci Bouebari,fr FRA,DF,19-206,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Karol Fila,pl POL,DF,24-297,0.5,0,1,0,0.0,1.91,0.0,0.0,,20.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Dany Jean,ht HAI,"DF,MF",20-129,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Marvin Senaya,tg TOG,DF,22-068,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,28.3,29.0,34,332,114,34.3,11.45,3.93,0.1,0.28,17.3,13,2,4,36.0,32.6,0.1,-2.0,-0.6,
Opponent Total,,,26.9,29.0,50,331,128,38.7,11.41,4.41,0.12,0.31,17.1,11,10,11,48.5,40.3,0.12,1.5,-0.3,
