Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Matz Sels,be BEL,GK,31-039,29.0,533,780,68.3,15188,11712,105,106,99.1,232,236,98.3,193,433,44.6,0,0.3,0.0,-0.3,1,13,0,0,0,Matches
Alexander Djiku,gh GHA,DF,28-240,24.0,1017,1258,80.8,21617,9117,273,321,85.0,563,650,86.6,165,254,65.0,2,0.6,1.2,1.4,9,105,12,3,125,Matches
Habib Diallo,sn SEN,FW,27-292,24.1,309,462,66.9,4147,754,194,277,70.0,80,108,74.1,12,16,75.0,0,2.4,2.8,-2.4,20,23,9,1,29,Matches
Kévin Gameiro,fr FRA,FW,35-332,20.7,518,659,78.6,6898,1194,311,365,85.2,153,193,79.3,15,20,75.0,0,3.0,3.1,-3.0,23,30,21,3,60,Matches
Jean-Ricner Bellegarde,fr FRA,MF,24-283,18.9,709,940,75.4,12590,3935,304,356,85.4,299,365,81.9,82,168,48.8,5,3.7,4.4,1.3,40,72,37,17,115,Matches
Maxime Le Marchand,fr FRA,DF,33-177,17.4,773,985,78.5,14989,6262,298,338,88.2,361,420,86.0,96,194,49.5,0,0.3,0.4,-0.3,2,76,8,3,81,Matches
Dimitri Liénard,fr FRA,"DF,MF",35-052,16.3,682,927,73.6,12886,3858,277,324,85.5,279,350,79.7,102,214,47.7,0,2.0,2.5,-2.0,30,47,25,9,65,Matches
Ismaël Doukouré,fr FRA,DF,19-256,17.3,597,741,80.6,11135,4325,236,265,89.1,276,318,86.8,66,123,53.7,1,0.4,0.8,0.6,3,68,8,1,73,Matches
Sanjin Prcić,ba BIH,MF,29-137,16.8,803,960,83.6,15663,4490,308,347,88.8,341,385,88.6,132,189,69.8,1,0.6,1.3,0.4,9,80,10,2,105,Matches
Gerzino Nyamsi,fr FRA,DF,26-074,14.4,582,695,83.7,11916,4087,158,181,87.3,352,388,90.7,65,111,58.6,0,0.0,0.3,0.0,1,47,6,0,57,Matches
Jean-Eudes Aholou,ci CIV,MF,29-017,12.6,371,496,74.8,6122,1608,175,219,79.9,145,187,77.5,31,56,55.4,1,0.9,1.2,0.1,8,41,9,1,36,Matches
Lucas Perrin,fr FRA,DF,24-138,12.7,458,560,81.8,9080,3791,152,171,88.9,237,273,86.8,62,102,60.8,0,0.5,1.1,-0.5,4,42,6,1,37,Matches
