Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Thomas Delaine,fr FRA,DF,31-013,10.4,323,490,65.9,5061,1855,157,196,80.1,141,199,70.9,14,57,24.6,2,1.3,2.2,0.7,8,14,17,13,20,Matches
Mouhamadou Diarra,sn SEN,"MF,FW",19-093,11.0,310,417,74.3,5087,1307,140,168,83.3,122,155,78.7,27,57,47.4,0,0.9,2.1,-0.9,9,30,12,4,42,Matches
Adrien Thomasson,fr FRA,MF,29-117,10.4,429,524,81.9,6717,1586,214,251,85.3,161,191,84.3,29,41,70.7,2,1.9,1.9,0.1,17,25,13,2,41,Matches
Ludovic Ajorque,fr FRA,FW,29-040,8.6,178,255,69.8,2614,397,103,137,75.2,55,79,69.6,11,16,68.8,0,0.9,0.8,-0.9,10,10,6,0,13,Matches
Colin Dagba,fr FRA,DF,24-209,7.9,311,383,81.2,4273,1592,199,222,89.6,95,118,80.5,8,21,38.1,0,0.7,0.8,-0.7,11,20,13,8,25,Matches
Morgan Sanson,fr FRA,MF,28-231,7.2,176,236,74.6,2838,957,87,105,82.9,65,84,77.4,14,25,56.0,2,1.2,1.2,0.8,9,23,7,2,24,Matches
Ibrahima Sissoko,fr FRA,MF,25-161,9.9,310,415,74.7,4896,1294,159,198,80.3,118,151,78.1,21,34,61.8,0,0.2,0.4,-0.2,4,26,5,3,35,Matches
Frederic Guilbert,fr FRA,DF,28-103,7.6,310,446,69.5,5455,2136,138,177,78.0,130,169,76.9,30,75,40.0,0,0.7,0.8,-0.7,10,14,6,4,26,Matches
Ronaël Pierre-Gabriel,fr FRA,DF,24-297,7.3,287,364,78.8,4660,1705,141,164,86.0,122,146,83.6,14,30,46.7,1,0.8,0.7,0.2,4,26,3,3,22,Matches
Eduard Sobol,ua UKR,DF,27-351,5.8,173,229,75.5,2760,902,92,108,85.2,65,89,73.0,9,22,40.9,1,0.4,0.3,0.6,3,14,3,1,18,Matches
Lebo Mothiba,za RSA,"FW,MF",27-068,4.0,61,81,75.3,812,122,34,41,82.9,21,27,77.8,1,5,20.0,0,0.1,0.1,-0.1,1,5,1,0,7,Matches
Nordine Kandil,fr FRA,"MF,FW",21-157,1.1,44,61,72.1,565,140,27,31,87.1,13,21,61.9,1,3,33.3,1,0.8,0.8,0.2,2,4,2,0,6,Matches
Franci Bouebari,fr FRA,DF,19-206,0.8,13,23,56.5,195,77,8,12,66.7,5,8,62.5,0,2,0.0,0,0.0,0.0,0.0,1,0,0,0,0,Matches
Karol Fila,pl POL,DF,24-297,0.5,33,41,80.5,464,131,15,17,88.2,16,19,84.2,0,1,0.0,0,0.0,0.0,0.0,0,5,1,0,4,Matches
Dany Jean,ht HAI,"DF,MF",20-129,0.1,4,9,44.4,46,26,2,5,40.0,1,3,33.3,0,0,,0,0.0,0.1,0.0,1,0,1,0,2,Matches
Marvin Senaya,tg TOG,DF,22-068,0.1,4,5,80.0,77,58,2,2,100.0,1,1,100.0,1,2,50.0,0,0.0,0.0,0.0,0,0,1,0,1,Matches
Squad Total,,,28.3,29.0,10318,13442,76.8,188751,69418,4309,5104,84.4,4449,5333,83.4,1201,2271,52.9,19,24.7,31.3,-5.7,240,860,242,81,1069,
Opponent Total,,,26.9,29.0,12386,15550,79.7,225872,76933,5153,6013,85.7,5300,6179,85.8,1468,2478,59.2,28,29.4,27.6,-1.4,234,951,202,55,1151,
