Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Matz Sels,be BEL,GK,31-039,29.0,780,553,225,74,0,0,0,1,0,0,0,0,533,2,0,Matches
Alexander Djiku,gh GHA,DF,28-240,24.0,1258,1192,63,47,0,20,5,9,0,0,0,0,1017,3,11,Matches
Habib Diallo,sn SEN,FW,27-292,24.1,462,446,12,1,4,2,5,0,0,0,0,0,309,4,24,Matches
Kévin Gameiro,fr FRA,FW,35-332,20.7,659,620,37,1,8,1,18,3,0,0,0,0,518,2,27,Matches
Jean-Ricner Bellegarde,fr FRA,MF,24-283,18.9,940,844,91,21,4,6,99,22,46,12,31,0,709,5,17,Matches
Maxime Le Marchand,fr FRA,DF,33-177,17.4,985,924,59,31,0,13,11,14,0,0,0,0,773,2,9,Matches
Dimitri Liénard,fr FRA,"DF,MF",35-052,16.3,927,740,183,37,0,12,112,97,47,15,26,0,682,4,17,Matches
Ismaël Doukouré,fr FRA,DF,19-256,17.3,741,670,70,28,3,10,7,41,0,0,0,0,597,1,16,Matches
Sanjin Prcić,ba BIH,MF,29-137,16.8,960,899,60,48,3,10,25,0,10,8,2,0,803,1,9,Matches
Gerzino Nyamsi,fr FRA,DF,26-074,14.4,695,667,28,27,0,4,1,1,0,0,0,0,582,0,5,Matches
Jean-Eudes Aholou,ci CIV,MF,29-017,12.6,496,483,13,10,3,6,5,1,0,0,0,0,371,0,9,Matches
Lucas Perrin,fr FRA,DF,24-138,12.7,560,508,51,22,0,9,7,26,0,0,0,0,458,1,7,Matches
Thomas Delaine,fr FRA,DF,31-013,10.4,490,399,90,2,1,1,59,88,0,0,0,0,323,1,23,Matches
Mouhamadou Diarra,sn SEN,"MF,FW",19-093,11.0,417,399,18,1,1,1,30,16,1,0,0,0,310,0,12,Matches
Adrien Thomasson,fr FRA,MF,29-117,10.4,524,502,21,11,2,3,8,3,1,0,0,0,429,1,13,Matches
Ludovic Ajorque,fr FRA,FW,29-040,8.6,255,242,10,1,3,3,0,0,0,0,0,0,178,3,1,Matches
Colin Dagba,fr FRA,DF,24-209,7.9,383,310,71,4,0,0,29,67,0,0,0,0,311,2,12,Matches
Morgan Sanson,fr FRA,MF,28-231,7.2,236,223,9,6,4,2,13,1,1,0,1,0,176,4,8,Matches
Ibrahima Sissoko,fr FRA,MF,25-161,9.9,415,405,9,7,0,3,10,2,0,0,0,0,310,1,15,Matches
Frederic Guilbert,fr FRA,DF,28-103,7.6,446,340,106,26,0,2,27,73,5,1,3,0,310,0,17,Matches
Ronaël Pierre-Gabriel,fr FRA,DF,24-297,7.3,364,295,69,10,0,1,19,59,0,0,0,0,287,0,9,Matches
Eduard Sobol,ua UKR,DF,27-351,5.8,229,187,42,3,0,2,10,39,0,0,0,0,173,0,2,Matches
Lebo Mothiba,za RSA,"FW,MF",27-068,4.0,81,70,11,0,0,0,3,1,0,0,0,0,61,0,0,Matches
Nordine Kandil,fr FRA,"MF,FW",21-157,1.1,61,59,2,1,1,0,4,1,0,0,0,0,44,0,2,Matches
Franci Bouebari,fr FRA,DF,19-206,0.8,23,15,8,0,0,0,1,8,0,0,0,0,13,0,1,Matches
Karol Fila,pl POL,DF,24-297,0.5,41,39,2,0,0,0,3,2,0,0,0,0,33,0,0,Matches
Dany Jean,ht HAI,"DF,MF",20-129,0.1,9,9,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
Marvin Senaya,tg TOG,DF,22-068,0.1,5,5,0,0,0,0,1,0,0,0,0,0,4,0,0,Matches
Squad Total,,,28.3,29.0,13442,12045,1360,419,37,111,512,575,111,36,63,0,10318,37,266,
Opponent Total,,,26.9,29.0,15550,14025,1457,412,37,142,490,633,136,53,59,1,12386,68,265,
