Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Matz Sels,be BEL,GK,31-039,29,2610.0,90.0,100.0,29.0,29,90.0,29,0,,0,0.9,37.0,50.0,-13.0,-0.45,,36.0,48.5,-12.4,-0.43,,Matches
Alexander Djiku,gh GHA,DF,28-240,25,2156.0,86.0,82.6,24.0,25,86.0,22,0,,1,1.0,30.0,39.0,-9.0,-0.38,0.42,30.1,39.1,-8.9,-0.37,0.32,Matches
Habib Diallo,sn SEN,FW,27-292,29,2166.0,75.0,83.0,24.1,24,86.0,19,5,21.0,0,0.9,32.0,41.0,-9.0,-0.37,0.44,31.3,41.5,-10.2,-0.42,0.03,Matches
Kévin Gameiro,fr FRA,FW,35-332,26,1865.0,72.0,71.5,20.7,22,80.0,8,4,25.0,0,0.88,24.0,34.0,-10.0,-0.48,-0.12,25.9,35.6,-9.8,-0.47,-0.15,Matches
Jean-Ricner Bellegarde,fr FRA,MF,24-283,21,1703.0,81.0,65.2,18.9,20,84.0,14,1,33.0,0,0.86,26.0,37.0,-11.0,-0.58,-0.38,21.8,32.9,-11.1,-0.59,-0.45,Matches
Maxime Le Marchand,fr FRA,DF,33-177,21,1565.0,75.0,60.0,17.4,18,82.0,13,3,28.0,0,1.0,19.0,28.0,-9.0,-0.52,-0.17,20.2,30.6,-10.4,-0.6,-0.42,Matches
Dimitri Liénard,fr FRA,"DF,MF",35-052,23,1468.0,64.0,56.2,16.3,18,75.0,8,5,23.0,1,1.04,16.0,24.0,-8.0,-0.49,-0.1,18.8,27.8,-9.0,-0.55,-0.29,Matches
Ismaël Doukouré,fr FRA,DF,19-256,19,1561.0,82.0,59.8,17.3,17,87.0,15,2,38.0,9,0.89,20.0,27.0,-7.0,-0.4,0.11,18.9,23.9,-5.0,-0.29,0.35,Matches
Sanjin Prcić,ba BIH,MF,29-137,25,1514.0,61.0,58.0,16.8,17,76.0,6,8,27.0,2,0.88,25.0,35.0,-10.0,-0.59,-0.35,18.9,33.6,-14.8,-0.88,-1.07,Matches
Gerzino Nyamsi,fr FRA,DF,26-074,16,1293.0,81.0,49.5,14.4,16,81.0,13,0,,0,0.75,21.0,29.0,-8.0,-0.56,-0.22,19.3,25.7,-6.4,-0.45,-0.03,Matches
Jean-Eudes Aholou,ci CIV,MF,29-017,23,1133.0,49.0,43.4,12.6,14,69.0,1,9,18.0,3,0.83,14.0,19.0,-5.0,-0.4,0.09,17.5,18.1,-0.5,-0.04,0.68,Matches
Lucas Perrin,fr FRA,DF,24-138,18,1144.0,64.0,43.8,12.7,11,88.0,10,7,26.0,6,1.0,19.0,22.0,-3.0,-0.24,0.38,16.0,24.5,-8.4,-0.66,-0.42,Matches
Thomas Delaine,fr FRA,DF,31-013,15,934.0,62.0,35.8,10.4,11,73.0,1,4,34.0,1,0.87,16.0,17.0,-1.0,-0.1,0.55,14.4,16.1,-1.6,-0.15,0.43,Matches
Mouhamadou Diarra,sn SEN,"MF,FW",19-093,20,987.0,49.0,37.8,11.0,10,76.0,3,10,23.0,6,0.95,15.0,19.0,-4.0,-0.36,0.13,13.2,16.9,-3.6,-0.33,0.16,Matches
Adrien Thomasson,fr FRA,MF,29-117,15,937.0,62.0,35.9,10.4,10,81.0,6,5,25.0,0,0.73,7.0,18.0,-11.0,-1.06,-0.95,12.1,18.3,-6.2,-0.6,-0.26,Matches
Ludovic Ajorque,fr FRA,FW,29-040,13,771.0,59.0,29.5,8.6,9,77.0,4,4,20.0,1,0.62,12.0,18.0,-6.0,-0.7,-0.36,10.8,13.6,-2.8,-0.33,0.15,Matches
Colin Dagba,fr FRA,DF,24-209,16,710.0,44.0,27.2,7.9,9,61.0,0,7,23.0,2,1.13,8.0,10.0,-2.0,-0.25,0.27,10.8,11.2,-0.4,-0.05,0.52,Matches
