Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Walter Benítez,ar ARG,GK,30-059,23,23,2070,23.0,28,1.22,86,58,68.6,14,4,5,7,30.4,1,1,0,0,0.0,Matches
Joel Drommel,nl NED,GK,26-123,2,2,180,2.0,2,1.0,7,6,71.4,2,0,0,1,50.0,0,0,0,0,,Matches
Squad Total,,,25.4,25,25,2250,25.0,30,1.2,93,64,68.8,16,4,5,8,32.0,1,1,0,0,0.0,
Opponent Total,,,25.9,25,25,2250,25.0,66,2.64,190,125,67.4,5,4,16,4,16.0,5,4,1,0,20.0,
