Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
Xavi Simons,nl NED,"FW,MF",19-332,22.8,125,5.48,89,1,13,12,9,1,23,1.01,13,1,1,4,3,1,Matches
Walter Benítez,ar ARG,GK,30-059,23.0,2,0.09,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ibrahim Sangaré,ci CIV,MF,25-107,20.1,46,2.29,40,0,2,4,0,0,4,0.2,4,0,0,0,0,0,Matches
Joey Veerman,nl NED,MF,24-120,18.9,112,5.92,74,24,3,8,0,3,12,0.63,9,1,0,1,0,1,Matches
Armando Obispo,nl NED,DF,24-014,18.8,18,0.96,13,0,0,4,0,1,3,0.16,3,0,0,0,0,0,Matches
Jordan Teze,nl NED,DF,23-170,17.5,37,2.11,36,0,0,1,0,0,3,0.17,3,0,0,0,0,0,Matches
Phillipp Mwene,at AUT,DF,29-049,14.3,29,2.03,23,0,0,4,1,1,2,0.14,1,0,0,1,0,0,Matches
Jarrad Branthwaite,eng ENG,DF,20-265,15.1,11,0.73,11,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Cody Gakpo,nl NED,FW,23-316,12.5,101,8.1,39,34,9,11,8,0,17,1.36,10,4,2,1,0,0,Matches
Luuk de Jong,nl NED,FW,32-204,11.9,27,2.28,21,0,0,3,2,1,6,0.51,4,0,0,2,0,0,Matches
Guus Til,nl NED,"MF,FW",25-087,13.4,40,2.97,36,0,0,3,1,0,6,0.45,5,0,0,0,1,0,Matches
Philipp Max,de GER,DF,29-170,11.3,32,2.83,28,2,1,1,0,0,3,0.27,2,0,0,1,0,0,Matches
André Ramalho,br BRA,DF,31-031,12.3,9,0.73,7,1,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Johan Bakayoko,be BEL,FW,19-333,10.4,48,4.63,38,0,5,4,0,1,11,1.06,8,0,1,2,0,0,Matches
Erick Gutiérrez,mx MEX,MF,27-277,11.8,20,1.69,20,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
Anwar El Ghazi,nl NED,FW,27-320,9.5,23,2.42,10,6,0,2,4,1,0,0.0,0,0,0,0,0,0,Matches
Ismael Saibari,ma MAR,FW,22-050,4.5,26,5.78,19,0,2,5,0,0,2,0.44,1,0,0,1,0,0,Matches
Patrick van Aanholt,nl NED,DF,32-202,4.4,13,2.94,10,2,0,1,0,0,3,0.68,3,0,0,0,0,0,Matches
Fábio Silva,pt POR,FW,20-243,3.4,13,3.86,12,0,0,1,0,0,1,0.3,1,0,0,0,0,0,Matches
Mauro Júnior,br BRA,"DF,MF",23-317,3.0,12,3.97,11,0,1,0,0,0,2,0.66,1,0,1,0,0,0,Matches
Noni Madueke,eng ENG,"FW,MF",21-009,3.1,31,9.96,26,0,3,1,1,0,3,0.96,3,0,0,0,0,0,Matches
Ki-Jana Hoever,nl NED,DF,21-060,2.3,9,3.82,7,0,2,0,0,0,2,0.85,2,0,0,0,0,0,Matches
Joel Drommel,nl NED,GK,26-123,2.0,1,0.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Fredrik Oppegard,no NOR,DF,20-224,1.7,3,1.71,1,1,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Yorbe Vertessen,be BEL,"FW,MF",22-070,1.7,6,3.53,5,0,0,0,1,0,1,0.59,1,0,0,0,0,0,Matches
Richy Ledezma,us USA,MF,22-194,1.5,3,2.03,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Thorgan Hazard,be BEL,FW,29-355,0.8,3,3.65,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Sávio,br BRA,"FW,MF",18-343,1.1,7,6.3,4,1,2,0,0,0,4,3.6,2,0,2,0,0,0,Matches
Carlos Vinícius,br BRA,FW,27-359,0.5,3,6.0,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Fodé Fofana,nl NED,FW,20-144,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Olivier Boscagli,fr FRA,DF,25-121,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Marco van Ginkel,nl NED,DF,30-108,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,25.4,25.0,810,32.4,590,73,44,66,28,9,109,4.36,77,6,7,13,4,2,
Opponent Total,,,25.9,25.0,495,19.8,371,44,13,30,30,7,48,1.92,35,4,2,5,2,0,
