Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Xavi Simons,nl NED,"FW,MF",19-332,22.8,832,784,45,3,9,6,23,3,4,2,0,0,674,3,12,Matches
Walter Benítez,ar ARG,GK,30-059,23.0,643,462,181,24,0,1,0,0,0,0,0,0,479,0,0,Matches
Ibrahim Sangaré,ci CIV,MF,25-107,20.1,1243,1209,32,24,7,5,8,8,0,0,0,0,1051,2,15,Matches
Joey Veerman,nl NED,MF,24-120,18.9,1378,1273,97,34,7,21,81,5,56,19,25,0,1114,8,11,Matches
Armando Obispo,nl NED,DF,24-014,18.8,1319,1290,23,21,2,23,1,0,0,0,0,0,1125,6,4,Matches
Jordan Teze,nl NED,DF,23-170,17.5,1310,1169,138,15,3,2,31,123,0,0,0,0,1103,3,21,Matches
Phillipp Mwene,at AUT,DF,29-049,14.3,847,688,159,11,1,0,38,148,0,0,0,0,693,0,31,Matches
Jarrad Branthwaite,eng ENG,DF,20-265,15.1,908,879,28,24,2,8,1,4,0,0,0,0,794,1,3,Matches
Cody Gakpo,nl NED,FW,23-316,12.5,510,391,118,19,5,0,134,13,84,35,44,1,341,1,6,Matches
Luuk de Jong,nl NED,FW,32-204,11.9,309,299,8,1,2,1,1,2,0,0,0,0,214,2,8,Matches
Guus Til,nl NED,"MF,FW",25-087,13.4,399,393,3,0,1,0,16,2,0,0,0,0,301,3,19,Matches
Philipp Max,de GER,DF,29-170,11.3,659,549,109,14,0,2,42,94,1,0,1,0,552,1,10,Matches
André Ramalho,br BRA,DF,31-031,12.3,806,786,20,17,0,5,1,3,0,0,0,0,702,0,3,Matches
Johan Bakayoko,be BEL,FW,19-333,10.4,451,438,12,0,0,1,35,10,2,2,0,0,358,1,13,Matches
Erick Gutiérrez,mx MEX,MF,27-277,11.8,720,694,24,23,3,3,3,1,0,0,0,0,617,2,7,Matches
Anwar El Ghazi,nl NED,FW,27-320,9.5,342,307,33,7,0,3,55,9,15,4,7,0,223,2,11,Matches
Ismael Saibari,ma MAR,FW,22-050,4.5,206,198,8,1,2,1,5,5,0,0,0,0,170,0,6,Matches
Patrick van Aanholt,nl NED,DF,32-202,4.4,207,173,34,3,0,0,8,31,0,0,0,0,173,0,1,Matches
Fábio Silva,pt POR,FW,20-243,3.4,92,88,4,0,2,1,3,0,0,0,0,0,65,0,6,Matches
Mauro Júnior,br BRA,"DF,MF",23-317,3.0,165,144,19,2,0,0,9,14,3,0,2,0,132,2,4,Matches
Noni Madueke,eng ENG,"FW,MF",21-009,3.1,126,122,4,0,0,0,20,3,1,1,0,0,95,0,1,Matches
Ki-Jana Hoever,nl NED,DF,21-060,2.3,172,147,25,0,0,1,6,25,0,0,0,0,141,0,10,Matches
Joel Drommel,nl NED,GK,26-123,2.0,56,42,14,1,0,0,0,0,0,0,0,0,37,0,0,Matches
Fredrik Oppegard,no NOR,DF,20-224,1.7,113,97,16,1,0,0,8,15,0,0,0,0,94,0,2,Matches
Yorbe Vertessen,be BEL,"FW,MF",22-070,1.7,41,40,1,0,0,0,1,0,0,0,0,0,27,0,1,Matches
Richy Ledezma,us USA,MF,22-194,1.5,101,98,3,1,0,0,2,0,2,0,1,0,89,0,0,Matches
Thorgan Hazard,be BEL,FW,29-355,0.8,38,37,0,0,0,0,2,0,0,0,0,0,30,1,1,Matches
Sávio,br BRA,"FW,MF",18-343,1.1,52,48,4,0,0,1,5,1,3,1,2,0,38,0,1,Matches
Carlos Vinícius,br BRA,FW,27-359,0.5,12,11,1,0,1,0,0,0,0,0,0,0,9,0,1,Matches
Fodé Fofana,nl NED,FW,20-144,0.2,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
Olivier Boscagli,fr FRA,DF,25-121,0.1,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
Marco van Ginkel,nl NED,DF,30-108,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
Squad Total,,,25.4,25.0,14067,12866,1163,246,47,85,539,519,171,64,82,1,11448,38,208,
Opponent Total,,,25.9,25.0,11221,10049,1153,238,19,79,377,478,98,55,29,2,8588,19,237,
