Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
Xavi Simons,nl NED,"FW,MF",19-350,27,27,2208.0,24.5,13.0,6.0,19.0,13.0,0.0,0.0,0.0,0.0,9.9,9.9,5.4,15.3,118.0,120.0,195.0,0.53,0.24,0.77,0.53,0.77,0.4,0.22,0.62,0.4,0.62,Matches
Walter Benítez,ar ARG,GK,30-077,23,23,2070.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Joey Veerman,nl NED,MF,24-138,26,23,1858.0,20.6,4.0,9.0,13.0,4.0,0.0,0.0,0.0,0.0,2.9,2.9,7.6,10.5,40.0,230.0,43.0,0.19,0.44,0.63,0.19,0.63,0.14,0.37,0.51,0.14,0.51,Matches
Ibrahim Sangaré,ci CIV,MF,25-125,24,22,1928.0,21.4,4.0,1.0,5.0,4.0,0.0,0.0,4.0,0.0,2.6,2.6,1.9,4.5,25.0,158.0,33.0,0.19,0.05,0.23,0.19,0.23,0.12,0.09,0.21,0.12,0.21,Matches
Armando Obispo,nl NED,DF,24-032,22,21,1718.0,19.1,2.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,1.4,1.4,0.5,1.9,15.0,123.0,6.0,0.1,0.05,0.16,0.1,0.16,0.07,0.02,0.1,0.07,0.1,Matches
Jordan Teze,nl NED,DF,23-188,21,18,1622.0,18.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.3,1.3,2.3,3.5,34.0,136.0,43.0,0.0,0.11,0.11,0.0,0.11,0.07,0.13,0.2,0.07,0.2,Matches
Phillipp Mwene,at AUT,DF,29-067,21,17,1421.0,15.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.5,2.2,34.0,53.0,90.0,0.0,0.06,0.06,0.0,0.06,0.05,0.09,0.14,0.05,0.14,Matches
Luuk de Jong,nl NED,FW,32-222,17,16,1239.0,13.8,8.0,3.0,11.0,7.0,1.0,2.0,2.0,0.0,12.9,11.3,1.8,13.1,4.0,30.0,79.0,0.58,0.22,0.8,0.51,0.73,0.94,0.13,1.06,0.82,0.95,Matches
Jarrad Branthwaite,eng ENG,DF,20-283,20,15,1424.0,15.8,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.4,1.4,3.0,57.0,1.0,0.13,0.0,0.13,0.13,0.13,0.06,0.03,0.09,0.06,0.09,Matches
Cody Gakpo,nl NED,FW,23-334,14,14,1122.0,12.5,9.0,12.0,21.0,7.0,2.0,2.0,0.0,0.0,6.3,4.7,6.8,11.5,53.0,50.0,147.0,0.72,0.96,1.68,0.56,1.52,0.51,0.54,1.05,0.38,0.93,Matches
Guus Til,nl NED,"MF,FW",25-105,23,13,1299.0,14.4,7.0,1.0,8.0,7.0,0.0,0.0,4.0,0.0,6.8,6.8,2.0,8.9,28.0,49.0,85.0,0.48,0.07,0.55,0.48,0.55,0.47,0.14,0.61,0.47,0.61,Matches
André Ramalho,br BRA,DF,31-049,21,13,1283.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.0,0.8,8.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.06,0.05,0.06,Matches
Johan Bakayoko,be BEL,FW,19-351,17,12,1066.0,11.8,5.0,3.0,8.0,5.0,0.0,0.0,3.0,0.0,3.3,3.3,2.7,6.1,70.0,34.0,183.0,0.42,0.25,0.68,0.42,0.68,0.28,0.23,0.51,0.28,0.51,Matches
Philipp Max,de GER,DF,29-188,14,12,1019.0,11.3,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,1.8,2.1,37.0,39.0,84.0,0.0,0.18,0.18,0.0,0.18,0.02,0.16,0.19,0.02,0.19,Matches
Erick Gutiérrez,mx MEX,MF,27-295,24,10,1156.0,12.8,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.9,0.9,0.7,1.5,10.0,79.0,5.0,0.08,0.08,0.16,0.08,0.16,0.07,0.05,0.12,0.07,0.12,Matches
Anwar El Ghazi,nl NED,FW,27-338,17,10,899.0,10.0,7.0,0.0,7.0,7.0,0.0,0.0,2.0,0.0,3.1,3.1,1.3,4.4,26.0,34.0,103.0,0.7,0.0,0.7,0.7,0.7,0.31,0.13,0.44,0.31,0.44,Matches
Patrick van Aanholt,nl NED,DF,32-220,8,6,578.0,6.4,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,1.2,1.6,16.0,27.0,29.0,0.16,0.16,0.31,0.16,0.31,0.05,0.19,0.24,0.05,0.24,Matches
Ismael Saibari,ma MAR,FW,22-068,15,5,407.0,4.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.9,1.9,1.5,3.4,23.0,28.0,57.0,0.0,0.44,0.44,0.0,0.44,0.42,0.34,0.76,0.42,0.76,Matches
Fábio Silva,pt POR,FW,20-261,8,4,401.0,4.5,3.0,0.0,3.0,2.0,1.0,1.0,3.0,0.0,2.8,2.0,0.9,2.9,9.0,6.0,41.0,0.67,0.0,0.67,0.45,0.45,0.63,0.2,0.84,0.46,0.66,Matches
Joel Drommel,nl NED,GK,26-141,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Mauro Júnior,br BRA,"DF,MF",23-335,6,3,272.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2,0.2,0.5,8.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.07,0.08,0.15,0.07,0.15,Matches
Noni Madueke,eng ENG,"FW,MF",21-027,5,2,279.0,3.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.4,2.4,2.5,4.9,36.0,27.0,59.0,0.32,0.0,0.32,0.32,0.32,0.78,0.8,1.59,0.78,1.59,Matches
Ki-Jana Hoever,nl NED,DF,21-078,5,2,211.0,2.3,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.2,1.7,7.0,17.0,21.0,0.0,0.85,0.85,0.0,0.85,0.2,0.53,0.73,0.2,0.73,Matches
Fredrik Oppegard,no NOR,DF,20-242,3,1,157.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,9.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07,Matches
Yorbe Vertessen,be BEL,"FW,MF",22-088,8,1,154.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.7,4.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.2,0.23,0.43,0.2,0.43,Matches
Richy Ledezma,us USA,MF,22-212,7,1,133.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,3.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches
Thorgan Hazard,be BEL,"FW,MF",30-008,4,1,107.0,1.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.7,0.9,4.0,3.0,14.0,0.84,0.0,0.84,0.84,0.84,0.16,0.58,0.74,0.16,0.74,Matches
Olivier Boscagli,fr FRA,DF,25-139,3,1,99.0,1.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.8,2.0,6.0,0.0,0.91,0.0,0.91,0.91,0.91,0.7,0.0,0.7,0.7,0.7,Matches
Sávio,br BRA,"FW,MF",18-361,6,0,100.0,1.1,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,6.0,7.0,19.0,0.0,1.8,1.8,0.0,1.8,0.03,1.23,1.26,0.03,1.26,Matches
Carlos Vinícius,br BRA,FW,28-012,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.5,1.2,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.37,0.98,2.35,1.37,2.35,Matches
