Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
David Raya,es ESP,GK,27-200,28.0,0,0,0,0,0,0,2,0.0,2,1,0,1,1,1,9,2,Matches
Bryan Mbeumo,cm CMR,FW,23-239,24.1,19,13,5,10,4,6,33,18.2,27,14,0,14,5,24,15,0,Matches
Mathias Jensen,dk DEN,MF,27-092,23.9,57,27,22,24,11,26,78,33.3,52,46,3,43,27,84,19,1,Matches
Rico Henry,eng ENG,DF,25-269,26.7,45,24,16,21,8,16,29,55.2,13,23,7,16,21,66,65,1,Matches
Ben Mee,eng ENG,DF,33-194,26.4,28,17,17,9,2,12,23,52.2,11,41,32,9,38,66,91,1,Matches
Ivan Toney,eng ENG,FW,27-018,25.9,19,11,3,9,7,6,19,31.6,13,20,7,13,12,31,28,0,Matches
Ethan Pinnock,jm JAM,DF,29-309,20.0,26,14,13,7,6,5,9,55.6,4,27,20,7,19,45,163,1,Matches
Vitaly Janelt,de GER,"MF,DF",24-328,17.6,46,23,18,20,8,17,35,48.6,18,20,7,13,19,65,22,0,Matches
Christian Nørgaard,dk DEN,MF,29-024,16.4,42,25,18,22,2,18,42,42.9,24,27,8,19,29,71,35,2,Matches
Aaron Hickey,sct SCO,DF,20-297,13.8,31,21,21,10,0,15,28,53.6,13,13,6,7,16,47,24,0,Matches
Yoane Wissa,cd COD,FW,26-212,13.2,14,9,3,7,4,6,10,60.0,4,8,0,8,6,20,14,0,Matches
Josh Dasilva,eng ENG,MF,24-162,12.7,15,7,5,5,5,5,14,35.7,9,18,5,13,4,19,5,1,Matches
Mads Roerslev,dk DEN,DF,23-283,10.4,16,10,14,2,0,10,24,41.7,14,11,5,6,8,24,31,0,Matches
Kristoffer Ajer,no NOR,DF,24-351,8.5,11,8,5,4,2,9,16,56.3,7,6,5,1,7,18,22,0,Matches
Mathias Jørgensen,dk DEN,DF,32-345,8.3,14,7,8,6,0,8,15,53.3,7,17,11,6,14,28,27,1,Matches
Pontus Jansson,se SWE,DF,32-049,6.9,4,3,3,1,0,2,3,66.7,1,10,7,3,9,13,33,0,Matches
Mikkel Damsgaard,dk DEN,"MF,FW",22-274,6.6,19,13,8,8,3,9,32,28.1,23,11,1,10,7,26,10,0,Matches
Frank Onyeka,ng NGA,MF,25-092,5.6,12,9,6,5,1,7,16,43.8,9,10,2,8,6,18,12,0,Matches
Shandon Baptiste,gd GRN,MF,24-360,5.0,8,5,4,3,1,6,14,42.9,8,4,1,3,5,13,8,0,Matches
Keane Lewis-Potter,eng ENG,"FW,MF",22-040,3.6,1,0,0,1,0,0,0,,0,5,1,4,0,1,2,0,Matches
Kevin Schade,de GER,"FW,MF",21-127,2.1,4,1,2,2,0,1,2,50.0,1,4,0,4,1,5,1,0,Matches
Saman Ghoddos,ir IRN,"MF,FW",29-209,1.1,2,1,0,1,1,1,2,50.0,1,3,1,2,3,5,2,0,Matches
Sergi Canós,es ESP,"FW,DF",26-060,0.9,0,0,0,0,0,0,2,0.0,2,3,1,2,0,0,1,0,Matches
Mads Bech Sørensen,dk DEN,"DF,MF",24-086,0.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,Matches
Halil Dervişoğlu,tr TUR,MF,23-116,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Squad Total,,,26.9,28.0,433,248,191,177,65,185,449,41.2,264,342,130,212,258,691,640,10,
Opponent Total,,,27.2,28.0,439,250,202,165,72,178,358,49.7,180,268,61,207,231,670,588,7,
