Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
David Raya,es ESP,GK,27-203,29.0,1,0,0,0,4,0,0,1,0,0,0,0,37,12,1,92.3,Matches
Bryan Mbeumo,cm CMR,FW,23-242,24.8,4,0,0,19,15,3,112,6,13,0,0,0,106,28,41,40.6,Matches
Mathias Jensen,dk DEN,MF,27-095,24.6,3,0,0,26,22,1,122,28,27,0,0,0,145,10,14,41.7,Matches
Rico Henry,eng ENG,DF,25-272,27.7,0,0,0,22,27,2,64,21,25,0,0,0,135,30,47,39.0,Matches
Ben Mee,eng ENG,DF,33-197,27.4,2,0,0,12,13,1,7,38,18,0,0,0,145,101,59,63.1,Matches
Ivan Toney,eng ENG,FW,27-021,26.9,9,0,0,47,61,21,26,12,11,3,0,0,87,89,103,46.4,Matches
Ethan Pinnock,jm JAM,DF,29-312,21.0,0,0,0,6,5,0,7,22,17,0,0,1,81,78,38,67.2,Matches
Christian Nørgaard,dk DEN,MF,29-027,17.2,5,0,0,29,17,0,10,30,27,1,0,0,153,15,19,44.1,Matches
Vitaly Janelt,de GER,"MF,DF",24-331,17.6,1,0,0,15,16,0,17,19,23,0,0,0,119,24,20,54.5,Matches
Aaron Hickey,sct SCO,DF,20-300,14.0,6,0,0,12,28,0,20,16,21,0,1,0,65,9,15,37.5,Matches
Yoane Wissa,cd COD,FW,26-215,13.4,2,0,0,16,20,14,12,6,9,1,0,0,49,15,18,45.5,Matches
Josh Dasilva,eng ENG,MF,24-165,13.0,1,0,0,12,19,0,28,4,7,0,0,0,48,6,5,54.5,Matches
Mads Roerslev,dk DEN,DF,23-286,11.2,0,0,0,2,3,0,19,9,12,0,0,0,43,8,10,44.4,Matches
Kristoffer Ajer,no NOR,DF,24-354,8.5,0,0,0,5,8,0,6,7,8,0,1,0,36,15,11,57.7,Matches
Mathias Jørgensen,dk DEN,DF,32-348,8.3,1,0,0,6,3,2,1,14,7,0,0,1,35,10,10,50.0,Matches
Pontus Jansson,se SWE,DF,32-052,7.9,0,0,0,2,1,1,0,9,3,0,0,0,25,22,11,66.7,Matches
Mikkel Damsgaard,dk DEN,"MF,FW",22-277,7.3,3,0,0,11,7,0,18,9,14,0,0,0,46,6,8,42.9,Matches
Frank Onyeka,ng NGA,MF,25-095,5.6,0,0,0,10,14,1,1,6,9,0,0,0,32,5,11,31.3,Matches
Shandon Baptiste,gd GRN,MF,24-363,5.4,3,1,1,8,12,1,7,6,7,0,0,0,38,3,6,33.3,Matches
Keane Lewis-Potter,eng ENG,"FW,MF",22-043,3.6,0,0,0,1,4,1,8,0,0,0,0,0,20,4,4,50.0,Matches
Kevin Schade,de GER,"FW,MF",21-130,2.5,1,0,0,4,3,3,3,1,2,0,0,0,15,11,6,64.7,Matches
Saman Ghoddos,ir IRN,"MF,FW",29-212,1.1,0,0,0,1,2,0,5,3,1,0,0,0,19,2,3,40.0,Matches
Sergi Canós,es ESP,"FW,DF",26-063,0.9,0,0,0,3,3,0,3,0,0,0,0,0,6,0,1,0.0,Matches
Mads Bech Sørensen,dk DEN,"DF,MF",24-089,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,100.0,Matches
Halil Dervişoğlu,tr TUR,MF,23-119,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Squad Total,,,26.9,29.0,42,1,1,269,307,51,496,268,261,5,2,2,1485,504,461,52.2,
Opponent Total,,,27.2,29.0,48,1,0,318,256,51,627,239,262,1,6,1,1545,461,504,47.8,
