Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
David Raya,es ESP,GK,27-203,29.0,817,1257,65.0,27139,20944,103,107,96.3,353,361,97.8,360,783,46.0,0,0.1,0.1,-0.1,2,58,3,0,11,Matches
Bryan Mbeumo,cm CMR,FW,23-242,24.8,485,729,66.5,7744,2344,280,340,82.4,135,213,63.4,52,104,50.0,5,4.9,3.9,0.1,35,22,37,12,64,Matches
Mathias Jensen,dk DEN,MF,27-095,24.6,827,1199,69.0,16419,6445,355,432,82.2,304,421,72.2,145,280,51.8,5,2.9,3.0,2.1,34,90,28,12,106,Matches
Rico Henry,eng ENG,DF,25-272,27.7,627,885,70.8,9830,3403,335,398,84.2,229,311,73.6,44,120,36.7,2,2.3,2.3,-0.3,19,55,30,11,84,Matches
Ben Mee,eng ENG,DF,33-197,27.4,1005,1333,75.4,19326,8021,382,454,84.1,481,588,81.8,131,248,52.8,0,0.3,0.6,-0.3,5,59,6,1,55,Matches
Ivan Toney,eng ENG,FW,27-021,26.9,392,672,58.3,4885,1637,254,368,69.0,82,147,55.8,19,42,45.2,4,4.3,2.9,-0.3,22,48,21,4,64,Matches
Ethan Pinnock,jm JAM,DF,29-312,21.0,616,798,77.2,11368,4046,225,270,83.3,315,370,85.1,62,124,50.0,0,0.7,0.7,-0.7,5,31,2,2,37,Matches
Christian Nørgaard,dk DEN,MF,29-027,17.2,526,709,74.2,8388,3002,275,333,82.6,205,274,74.8,35,63,55.6,3,3.1,1.7,-0.1,11,63,8,2,64,Matches
Vitaly Janelt,de GER,"MF,DF",24-331,17.6,563,723,77.9,9735,2773,287,330,87.0,200,246,81.3,64,103,62.1,1,1.1,1.1,-0.1,10,51,11,5,60,Matches
Aaron Hickey,sct SCO,DF,20-300,14.0,439,534,82.2,6680,2021,252,279,90.3,159,191,83.2,21,43,48.8,0,0.2,0.4,-0.2,2,42,8,3,55,Matches
Yoane Wissa,cd COD,FW,26-215,13.4,185,268,69.0,2450,449,126,149,84.6,39,60,65.0,9,24,37.5,2,2.2,0.8,-0.2,9,18,7,0,23,Matches
Josh Dasilva,eng ENG,MF,24-165,13.0,419,518,80.9,7026,1697,210,237,88.6,168,188,89.4,35,62,56.5,2,1.4,1.5,0.6,11,29,23,5,54,Matches
Mads Roerslev,dk DEN,DF,23-286,11.2,174,269,64.7,2687,1006,98,125,78.4,58,78,74.4,13,41,31.7,0,1.0,0.7,-1.0,7,13,6,4,17,Matches
Kristoffer Ajer,no NOR,DF,24-354,8.5,259,345,75.1,4480,1887,131,159,82.4,102,128,79.7,23,40,57.5,0,0.0,0.1,0.0,1,20,3,1,31,Matches
Mathias Jørgensen,dk DEN,DF,32-348,8.3,272,339,80.2,4632,1970,118,133,88.7,138,170,81.2,12,29,41.4,0,0.1,0.1,-0.1,1,23,0,0,22,Matches
Pontus Jansson,se SWE,DF,32-052,7.9,252,314,80.3,4958,1733,77,94,81.9,147,167,88.0,28,45,62.2,0,0.0,0.1,0.0,0,11,0,0,13,Matches
Mikkel Damsgaard,dk DEN,"MF,FW",22-277,7.3,182,271,67.2,2596,964,103,126,81.7,57,85,67.1,12,29,41.4,0,0.9,1.0,-0.9,9,27,8,1,30,Matches
Frank Onyeka,ng NGA,MF,25-095,5.6,118,160,73.8,1875,566,60,76,78.9,46,58,79.3,7,14,50.0,1,0.5,0.7,0.5,5,14,3,0,20,Matches
Shandon Baptiste,gd GRN,MF,24-363,5.4,187,224,83.5,3088,853,101,115,87.8,67,76,88.2,14,21,66.7,0,0.7,0.5,-0.7,7,16,8,2,35,Matches
Keane Lewis-Potter,eng ENG,"FW,MF",22-043,3.6,49,86,57.0,600,118,33,50,66.0,12,17,70.6,1,10,10.0,1,1.2,0.3,-0.2,5,2,3,1,6,Matches
Kevin Schade,de GER,"FW,MF",21-130,2.5,34,59,57.6,335,61,21,32,65.6,6,11,54.5,0,2,0.0,1,0.6,0.2,0.4,4,0,1,0,3,Matches
Saman Ghoddos,ir IRN,"MF,FW",29-212,1.1,39,54,72.2,608,224,22,24,91.7,13,17,76.5,4,12,33.3,0,0.3,0.3,-0.3,2,2,0,0,5,Matches
Sergi Canós,es ESP,"FW,DF",26-063,0.9,23,43,53.5,268,76,14,18,77.8,4,15,26.7,1,2,50.0,0,0.0,0.0,0.0,1,2,1,0,2,Matches
Mads Bech Sørensen,dk DEN,"DF,MF",24-089,0.2,7,11,63.6,142,49,3,3,100.0,3,4,75.0,1,4,25.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches
Halil Dervişoğlu,tr TUR,MF,23-119,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,,,26.9,29.0,8497,11800,72.0,157259,66289,3865,4652,83.1,3323,4196,79.2,1093,2245,48.7,27,28.6,23.2,-1.6,207,698,217,66,862,
Opponent Total,,,27.2,29.0,12210,15425,79.2,201214,69526,6138,6930,88.6,4670,5533,84.4,995,2047,48.6,26,27.6,28.1,-1.6,333,1050,296,68,1222,
