Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
David Raya,es ESP,GK,27-185,27.0,1153,827,323,127,0,13,0,1,0,0,0,0,753,3,1,Matches
Bryan Mbeumo,cm CMR,FW,23-224,23.2,693,599,91,26,4,6,106,15,49,25,9,4,467,3,27,Matches
Mathias Jensen,dk DEN,MF,27-077,23.0,1152,857,292,62,5,21,119,128,62,28,17,5,792,3,22,Matches
Rico Henry,eng ENG,DF,25-254,25.7,851,739,108,0,4,2,61,108,0,0,0,0,605,4,15,Matches
Ben Mee,eng ENG,DF,33-179,25.4,1287,1182,99,31,0,8,6,67,0,0,0,0,967,6,13,Matches
Ivan Toney,eng ENG,FW,27-003,24.9,633,609,21,4,10,2,25,7,1,0,0,0,369,3,27,Matches
Ethan Pinnock,jm JAM,DF,29-294,19.0,731,682,45,10,0,2,5,35,0,0,0,0,560,4,3,Matches
Vitaly Janelt,de GER,"MF,DF",24-313,17.6,723,692,27,11,3,11,17,15,1,1,0,0,563,4,14,Matches
Christian Nørgaard,dk DEN,MF,29-009,15.4,672,653,14,8,2,5,10,2,0,0,0,0,501,5,10,Matches
Aaron Hickey,sct SCO,DF,20-282,12.8,509,451,58,6,0,1,20,52,0,0,0,0,419,0,10,Matches
Yoane Wissa,cd COD,FW,26-197,13.1,260,252,5,1,4,1,12,1,0,0,0,0,179,3,13,Matches
Josh Dasilva,eng ENG,MF,24-147,12.5,498,475,22,8,1,0,26,10,4,3,0,0,404,1,15,Matches
Mads Roerslev,dk DEN,DF,23-268,10.4,257,240,17,1,2,0,18,16,0,0,0,0,166,0,17,Matches
Kristoffer Ajer,no NOR,DF,24-336,8.5,345,293,51,7,0,4,6,44,0,0,0,0,259,1,8,Matches
Mathias Jørgensen,dk DEN,DF,32-330,8.3,339,301,37,5,0,0,1,28,0,0,0,0,272,1,0,Matches
Pontus Jansson,se SWE,DF,32-034,5.9,244,239,5,5,1,0,0,0,0,0,0,0,196,0,2,Matches
Mikkel Damsgaard,dk DEN,"MF,FW",22-259,5.8,239,223,12,8,4,1,15,1,1,1,0,0,161,4,8,Matches
Frank Onyeka,ng NGA,MF,25-077,5.6,160,159,1,0,0,1,1,1,0,0,0,0,118,0,5,Matches
Shandon Baptiste,gd GRN,MF,24-345,5.0,209,205,2,1,2,0,6,1,0,0,0,0,174,2,4,Matches
Keane Lewis-Potter,eng ENG,"FW,MF",22-025,3.6,86,83,3,0,1,1,8,2,0,0,0,0,49,0,3,Matches
Kevin Schade,de GER,"FW,MF",21-112,2.1,54,54,0,0,0,0,3,0,0,0,0,0,30,0,5,Matches
Saman Ghoddos,ir IRN,"MF,FW",29-194,1.0,52,46,6,1,1,0,4,1,3,0,3,0,38,0,1,Matches
Sergi Canós,es ESP,"FW,DF",26-045,0.9,43,39,3,1,0,0,3,2,0,0,0,0,23,1,0,Matches
Mads Bech Sørensen,dk DEN,"DF,MF",24-071,0.2,11,7,4,0,0,0,0,4,0,0,0,0,7,0,0,Matches
Halil Dervişoğlu,tr TUR,MF,23-101,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,26.8,27.0,11201,9907,1246,323,44,79,472,541,121,58,29,9,8072,48,223,
Opponent Total,,,27.2,27.0,14135,12864,1225,276,34,66,572,529,145,75,49,5,11130,46,239,
