Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
David Raya,es ESP,GK,27-200,28.0,0,1,0,0.0,0.04,0.0,0.0,,9.1,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
Bryan Mbeumo,cm CMR,FW,23-239,24.1,5,47,20,42.6,1.95,0.83,0.09,0.2,16.8,1,1,1,6.9,6.2,0.13,-1.9,-2.2,Matches
Mathias Jensen,dk DEN,MF,27-092,23.9,5,18,6,33.3,0.75,0.25,0.28,0.83,20.7,3,0,0,2.0,2.0,0.11,3.0,3.0,Matches
Rico Henry,eng ENG,DF,25-269,26.7,0,17,4,23.5,0.64,0.15,0.0,0.0,19.5,0,0,0,1.4,1.4,0.08,-1.4,-1.4,Matches
Ben Mee,eng ENG,DF,33-194,26.4,3,18,4,22.2,0.68,0.15,0.17,0.75,10.5,0,0,0,1.8,1.8,0.1,1.2,1.2,Matches
Ivan Toney,eng ENG,FW,27-018,25.9,17,70,28,40.0,2.71,1.08,0.17,0.43,16.4,7,5,5,15.4,11.5,0.16,1.6,0.5,Matches
Ethan Pinnock,jm JAM,DF,29-309,20.0,2,10,5,50.0,0.5,0.25,0.2,0.4,8.6,0,0,0,2.3,2.3,0.24,-0.3,-0.3,Matches
Vitaly Janelt,de GER,"MF,DF",24-328,17.6,3,11,5,45.5,0.63,0.28,0.27,0.6,16.5,0,0,0,2.2,2.2,0.2,0.8,0.8,Matches
Christian Nørgaard,dk DEN,MF,29-024,16.4,1,15,7,46.7,0.92,0.43,0.07,0.14,11.8,0,0,0,1.3,1.3,0.09,-0.3,-0.3,Matches
Aaron Hickey,sct SCO,DF,20-297,13.8,0,6,2,33.3,0.43,0.14,0.0,0.0,20.7,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Yoane Wissa,cd COD,FW,26-212,13.2,5,24,10,41.7,1.82,0.76,0.21,0.5,14.7,0,0,0,3.9,3.9,0.16,1.1,1.1,Matches
Josh Dasilva,eng ENG,MF,24-162,12.7,3,14,5,35.7,1.11,0.4,0.21,0.6,20.8,0,0,0,1.0,1.0,0.07,2.0,2.0,Matches
Mads Roerslev,dk DEN,DF,23-283,10.4,0,3,0,0.0,0.29,0.0,0.0,,14.8,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches
Kristoffer Ajer,no NOR,DF,24-351,8.5,0,1,0,0.0,0.12,0.0,0.0,,6.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Mathias Jørgensen,dk DEN,DF,32-345,8.3,0,3,1,33.3,0.36,0.12,0.0,0.0,8.5,0,0,0,0.5,0.5,0.16,-0.5,-0.5,Matches
Pontus Jansson,se SWE,DF,32-049,6.9,1,2,1,50.0,0.29,0.15,0.5,1.0,12.7,0,0,0,0.1,0.1,0.05,0.9,0.9,Matches
Mikkel Damsgaard,dk DEN,"MF,FW",22-274,6.6,0,6,4,66.7,0.91,0.61,0.0,0.0,19.0,0,0,0,0.6,0.6,0.1,-0.6,-0.6,Matches
Frank Onyeka,ng NGA,MF,25-092,5.6,0,3,1,33.3,0.53,0.18,0.0,0.0,10.9,0,0,0,0.4,0.4,0.12,-0.4,-0.4,Matches
Shandon Baptiste,gd GRN,MF,24-360,5.0,0,2,1,50.0,0.4,0.2,0.0,0.0,16.9,0,0,0,0.2,0.2,0.1,-0.2,-0.2,Matches
Keane Lewis-Potter,eng ENG,"FW,MF",22-040,3.6,0,7,2,28.6,1.96,0.56,0.0,0.0,14.1,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
Kevin Schade,de GER,"FW,MF",21-127,2.1,0,5,0,0.0,2.34,0.0,0.0,,10.6,0,0,0,0.5,0.5,0.11,-0.5,-0.5,Matches
Saman Ghoddos,ir IRN,"MF,FW",29-209,1.1,0,1,1,100.0,0.9,0.9,0.0,0.0,19.2,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
Sergi Canós,es ESP,"FW,DF",26-060,0.9,0,1,0,0.0,1.17,0.0,0.0,,16.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Mads Bech Sørensen,dk DEN,"DF,MF",24-086,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Halil Dervişoğlu,tr TUR,MF,23-116,0.1,0,1,0,0.0,11.25,0.0,0.0,,31.9,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Squad Total,,,26.9,28.0,45,286,107,37.4,10.21,3.82,0.14,0.36,15.9,11,6,6,40.7,36.1,0.13,4.3,2.9,
Opponent Total,,,27.2,28.0,35,426,152,35.7,15.21,5.43,0.08,0.22,18.7,11,2,2,37.4,36.1,0.09,-2.4,-3.1,
