Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP.1,W.1,D.1,L.1,GF.1,GA.1,GD.1,Pts.1,Pts/MP.1,xG.1,xGA.1,xGD.1,xGD/90.1
11,Chaves,13,3,5,5,15,17,-2,14,1.08,18.7,19.8,-1.1,-0.08,13,5,3,5,12,16,-4,18,1.38,14.0,21.8,-7.8,-0.6
12,Boavista,13,5,5,3,16,17,-1,20,1.54,17.2,15.6,1.6,0.12,13,3,1,9,14,27,-13,10,0.77,10.2,22.0,-11.8,-0.9
13,Gil Vicente FC,13,4,5,4,11,11,0,17,1.31,15.5,17.7,-2.3,-0.18,13,4,1,8,15,21,-6,13,1.0,18.8,22.7,-3.9,-0.3
14,Portimonense,13,5,2,6,10,12,-2,17,1.31,18.8,17.7,1.2,0.09,13,3,0,10,8,21,-13,9,0.69,13.1,21.9,-8.8,-0.68
15,Estoril,13,4,2,7,12,22,-10,14,1.08,13.5,17.8,-4.3,-0.33,13,3,2,8,10,17,-7,11,0.85,11.7,23.3,-11.5,-0.89
