Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Fran Navarro,es ESP,FW,25-059,24.7,13,71,32,45.1,2.88,1.3,0.15,0.34,13.2,0,2,5,15.9,12.0,0.17,-2.9,-1.0,Matches
Kanya Fujimoto,jp JPN,MF,23-276,22.5,0,17,3,17.6,0.76,0.13,0.0,0.0,20.1,0,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches
Vitor Carvalho,br BRA,MF,25-311,22.3,3,26,7,26.9,1.16,0.31,0.12,0.43,19.7,0,0,0,2.8,2.8,0.11,0.2,0.2,Matches
Adrián Marín,es ESP,DF,26-084,21.3,0,6,0,0.0,0.28,0.0,0.0,,16.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Murilo Costa,br BRA,FW,28-154,16.1,4,26,15,57.7,1.62,0.93,0.12,0.2,21.9,2,1,1,2.3,1.5,0.06,1.7,1.5,Matches
Rúben Fernandes,pt POR,DF,36-332,17.0,0,7,0,0.0,0.41,0.0,0.0,,10.9,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches
Lucas Cunha,br BRA,DF,26-070,15.0,0,4,0,0.0,0.27,0.0,0.0,,22.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Andrew,br BRA,GK,21-276,14.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Carraça,pt POR,DF,30-033,13.6,0,10,3,30.0,0.74,0.22,0.0,0.0,29.7,5,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
Juan Manuel Boselli,uy URU,FW,23-145,11.7,1,29,13,44.8,2.48,1.11,0.03,0.08,21.4,6,0,0,2.3,2.3,0.08,-1.3,-1.3,Matches
Tomás Araújo,pt POR,DF,20-322,12.0,1,9,3,33.3,0.75,0.25,0.11,0.33,9.7,0,0,0,0.6,0.6,0.07,0.4,0.4,Matches
Giorgi Aburjania,ge GEO,MF,28-091,11.3,0,6,0,0.0,0.53,0.0,0.0,,24.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Stanislav Kritsyuk,ru RUS,GK,32-123,10.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Pedro Tiba,pt POR,MF,34-215,10.0,1,20,5,25.0,2.0,0.5,0.05,0.2,23.4,0,0,0,1.1,1.1,0.06,-0.1,-0.1,Matches
Danilo veiga,pt POR,DF,20-190,7.6,0,2,0,0.0,0.26,0.0,0.0,,12.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Kevin Villodres,es ESP,"FW,MF",22-036,6.7,0,21,5,23.8,3.13,0.75,0.0,0.0,22.1,2,0,0,0.9,0.9,0.04,-0.9,-0.9,Matches
Bilel Aouacheria,fr FRA,"FW,MF",29-001,5.4,0,15,5,33.3,2.8,0.93,0.0,0.0,21.8,0,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches
