Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
Fran Navarro,es ESP,FW,25-044,24,24,2132.0,23.7,13.0,3.0,16.0,11.0,2.0,5.0,4.0,0.0,15.2,11.3,1.5,12.9,13.0,26.0,91.0,0.55,0.13,0.68,0.46,0.59,0.64,0.07,0.71,0.48,0.54,Matches
Kanya Fujimoto,jp JPN,MF,23-261,24,24,1933.0,21.5,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,3.0,3.9,32.0,109.0,141.0,0.0,0.09,0.09,0.0,0.09,0.04,0.14,0.18,0.04,0.18,Matches
Vitor Carvalho,br BRA,MF,25-296,22,22,1920.0,21.3,3.0,0.0,3.0,3.0,0.0,0.0,8.0,1.0,2.8,2.8,1.5,4.3,21.0,147.0,34.0,0.14,0.0,0.14,0.14,0.14,0.13,0.07,0.2,0.13,0.2,Matches
Adrián Marín,es ESP,DF,26-069,21,21,1826.0,20.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.3,0.3,1.7,2.0,33.0,133.0,90.0,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.1,0.01,0.1,Matches
Murilo Costa,br BRA,FW,28-139,18,17,1365.0,15.2,4.0,0.0,4.0,3.0,1.0,1.0,1.0,0.0,2.3,1.5,1.6,3.1,55.0,46.0,120.0,0.26,0.0,0.26,0.2,0.2,0.15,0.11,0.26,0.1,0.21,Matches
Rúben Fernandes,pt POR,DF,36-317,17,16,1441.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.3,0.9,9.0,36.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches
Lucas Cunha,br BRA,DF,26-055,15,15,1350.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.1,0.1,0.4,0.5,12.0,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches
Andrew,br BRA,GK,21-261,14,13,1231.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Carraça,pt POR,DF,30-018,17,13,1221.0,13.6,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,1.2,1.5,19.0,58.0,60.0,0.0,0.15,0.15,0.0,0.15,0.02,0.09,0.11,0.02,0.11,Matches
Juan Manuel Boselli,uy URU,FW,23-130,21,12,996.0,11.1,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,2.2,2.2,1.3,3.5,31.0,29.0,95.0,0.09,0.09,0.18,0.09,0.18,0.2,0.12,0.32,0.2,0.32,Matches
