Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Fran Navarro,es ESP,FW,25-062,25.7,4,0,0,44,38,23,3,2,10,1.0,0.0,0,41.0,30.0,42.0,41.7,Matches
Kanya Fujimoto,jp JPN,MF,23-279,23.2,1,0,0,16,25,4,28,16,19,1.0,0.0,0,86.0,3.0,8.0,27.3,Matches
Vitor Carvalho,br BRA,MF,25-314,23.3,8,1,1,53,31,1,4,40,34,0.0,0.0,0,162.0,51.0,39.0,56.7,Matches
Adrián Marín,es ESP,DF,26-087,22.3,4,1,0,32,8,1,60,25,27,0.0,0.0,0,136.0,33.0,27.0,55.0,Matches
Murilo Costa,br BRA,FW,28-157,17.0,1,0,0,14,14,5,76,12,4,0.0,0.0,0,89.0,9.0,27.0,25.0,Matches
Rúben Fernandes,pt POR,DF,36-335,18.0,3,0,0,14,8,1,2,26,6,0.0,1.0,0,91.0,35.0,22.0,61.4,Matches
Andrew,br BRA,GK,21-279,15.7,1,0,0,0,2,0,0,0,0,0.0,0.0,0,30.0,6.0,0.0,100.0,Matches
Lucas Cunha,br BRA,DF,26-073,15.0,5,0,0,18,12,0,3,17,7,0.0,0.0,0,70.0,19.0,11.0,63.3,Matches
Carraça,pt POR,DF,30-036,14.6,1,0,0,20,17,0,128,12,14,0.0,0.0,0,77.0,17.0,17.0,50.0,Matches
Tomás Araújo,pt POR,DF,20-325,12.8,4,0,0,14,5,0,0,15,21,0.0,0.0,0,81.0,26.0,19.0,57.8,Matches
Juan Manuel Boselli,uy URU,FW,23-148,11.7,4,0,0,19,21,5,82,9,14,1.0,0.0,0,51.0,19.0,13.0,59.4,Matches
Giorgi Aburjania,ge GEO,MF,28-094,12.3,5,0,0,17,19,0,8,9,15,0.0,0.0,0,90.0,14.0,9.0,60.9,Matches
Stanislav Kritsyuk,ru RUS,GK,32-126,10.3,2,0,0,0,2,0,0,0,1,0.0,0.0,0,12.0,4.0,1.0,80.0,Matches
Pedro Tiba,pt POR,MF,34-218,10.2,4,0,0,17,17,0,18,9,7,0.0,0.0,0,65.0,5.0,5.0,50.0,Matches
Danilo veiga,pt POR,DF,20-193,7.6,0,0,0,12,19,0,18,14,14,0.0,0.0,0,40.0,12.0,6.0,66.7,Matches
Kevin Villodres,es ESP,"FW,MF",22-039,6.7,3,0,0,21,26,0,34,3,12,1.0,0.0,0,44.0,2.0,4.0,33.3,Matches
Bilel Aouacheria,fr FRA,"FW,MF",29-004,5.6,4,0,0,18,12,0,16,5,8,0.0,0.0,0,25.0,6.0,6.0,50.0,Matches
Ali Alipour,ir IRN,"FW,MF",27-146,5.9,2,0,0,7,15,4,9,1,3,0.0,0.0,0,27.0,11.0,15.0,42.3,Matches
Matheus Bueno,br BRA,MF,24-250,6.2,1,0,0,9,14,0,10,6,5,0.0,0.0,0,42.0,3.0,1.0,75.0,Matches
Né lopes,pt POR,DF,22-312,4.0,0,0,0,1,3,0,2,6,2,0.0,0.0,0,20.0,8.0,4.0,66.7,Matches
Henrique Gomes,pt POR,DF,27-127,3.6,2,0,0,6,5,0,10,3,1,0.0,0.0,0,17.0,8.0,4.0,66.7,Matches
,,,,3.0,0,0,0,3,1,0,0,6,1,,,0,,,,,
Mizuki Arai,jp JPN,"FW,MF",25-357,3.3,0,0,0,6,3,0,18,1,5,0.0,0.0,0,17.0,0.0,4.0,0.0,Matches
José Carlos,pt POR,DF,24-249,2.5,4,0,0,4,6,1,8,7,3,0.0,0.0,0,15.0,4.0,9.0,30.8,Matches
Emmanuel Hackman,tg TOG,DF,27-327,1.5,0,0,0,4,2,1,1,1,1,0.0,0.0,0,5.0,6.0,3.0,66.7,Matches
Marlon,br BRA,FW,25-203,2.1,0,0,0,8,9,5,6,2,2,0.0,0.0,0,7.0,1.0,4.0,20.0,Matches
Elder Santana,br BRA,"MF,FW",29-364,0.5,1,0,0,4,0,1,1,0,1,0.0,0.0,0,0.0,2.0,8.0,20.0,Matches
Boubacar Hanne,pt POR,"FW,DF",24-039,0.4,0,0,0,0,0,0,4,0,0,0.0,0.0,0,4.0,0.0,1.0,0.0,Matches
Gabriel Pereira,br BRA,DF,22-334,0.3,0,0,0,0,1,0,0,1,1,0.0,0.0,0,4.0,2.0,1.0,66.7,Matches
Roan Wilson,cr CRC,MF,20-340,0.1,0,0,0,1,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,,Matches
André Simões,pt POR,FW,19-232,0.1,1,0,0,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,Matches
Miguel Monteiro,pt POR,FW,19-256,0.1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,1.0,0.0,1.0,0.0,Matches
Squad Total,,,26.7,26.0,65,2,1,383,336,52,549,248,238,4.0,1.0,0,1369.0,346.0,318.0,52.1,
Opponent Total,,,26.7,26.0,81,6,4,358,369,110,509,283,296,1.0,6.0,1,1497.0,318.0,346.0,47.9,
