Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Andrew,br BRA,GK,21-279,15.7,17,0,0,1,0,18.9,0.27,1.9,0.12,69,186,37.1,494,129,25.3,30.2,141,43.3,39.7,219,13,5.9,25,1.59,15.8,Matches
Stanislav Kritsyuk,ru RUS,GK,32-126,10.3,15,1,0,6,0,19.7,0.37,4.7,0.46,56,100,56.0,314,77,22.6,28.8,78,37.2,35.6,192,16,8.3,14,1.36,14.2,Matches
Squad Total,,,26.7,26.0,32,1,0,7,0,38.7,0.31,6.7,0.26,125,286,43.7,808,206,24.3,29.7,219,41.1,38.3,411,29,7.1,39,1.5,15.2,
Opponent Total,,,26.7,26.0,26,3,0,4,1,35.8,0.28,10.8,0.42,119,332,35.8,680,113,32.8,33.8,220,49.5,41.8,453,19,4.2,23,0.88,14.2,
