11,Famalicão,24,9,3,12,23,31,-8,30,1.25,23.9,31.1,-7.2,-0.30,L W W L W,"3,652",Ivan Jaime Pajuelo - 5,Luiz Lúcio Reis Júnior,Unnamed: 19
12,Boavista,24,8,6,10,27,38,-11,30,1.25,25.4,33.4,-8.1,-0.34,D L W D L,6585,Yusupha Njie - 10,Rafael Bracalli,
13,Gil Vicente FC,24,8,5,11,26,31,-5,29,1.21,32.1,38.0,-5.9,-0.25,W D W W L,3985,Fran Navarro - 13,Andrew,
14,Portimonense,25,8,2,15,18,32,-14,26,1.04,31.7,38.3,-6.6,-0.27,W L L L L,1845,Welinton Júnior - 4,Kosuke Nakamura,
15,Estoril,25,6,4,15,21,39,-18,22,0.88,24.5,39.6,-15.0,-0.6,L L L L L,2303,Tiago Gouveia - 5,Daniel Leite,
