Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Fran Navarro,es ESP,FW,25-059,25,2222.0,89.0,98.8,24.7,25,89.0,20,0,,0,1.16,26.0,32.0,-6.0,-0.24,-0.24,33.2,38.3,-5.1,-0.21,0.62,Matches
Kanya Fujimoto,jp JPN,MF,23-276,25,2023.0,81.0,89.9,22.5,25,81.0,10,0,,0,1.16,21.0,30.0,-9.0,-0.4,-1.59,29.6,36.5,-6.9,-0.31,-0.93,Matches
Vitor Carvalho,br BRA,MF,25-311,23,2010.0,87.0,89.3,22.3,23,87.0,16,0,,0,1.0,23.0,31.0,-8.0,-0.36,-1.11,28.2,35.8,-7.6,-0.34,-1.18,Matches
Adrián Marín,es ESP,DF,26-084,22,1916.0,87.0,85.2,21.3,22,87.0,19,0,,0,1.18,25.0,27.0,-2.0,-0.09,0.98,30.8,33.6,-2.8,-0.13,0.56,Matches
Murilo Costa,br BRA,FW,28-154,19,1448.0,76.0,64.4,16.1,18,79.0,2,1,25.0,0,1.11,18.0,23.0,-5.0,-0.31,-0.2,19.9,29.0,-9.1,-0.57,-0.99,Matches
Rúben Fernandes,pt POR,DF,36-332,18,1531.0,85.0,68.0,17.0,17,90.0,17,1,1.0,3,1.0,14.0,23.0,-9.0,-0.53,-0.9,20.1,28.9,-8.8,-0.52,-0.94,Matches
Lucas Cunha,br BRA,DF,26-070,15,1350.0,90.0,60.0,15.0,15,90.0,15,0,,0,1.2,16.0,20.0,-4.0,-0.27,-0.07,20.1,21.6,-1.5,-0.1,0.29,Matches
Andrew,br BRA,GK,21-276,15,1321.0,88.0,58.7,14.7,14,90.0,14,1,61.0,2,1.27,15.0,17.0,-2.0,-0.14,0.25,20.8,21.4,-0.6,-0.04,0.42,Matches
Carraça,pt POR,DF,30-033,17,1221.0,72.0,54.3,13.6,13,88.0,11,4,20.0,3,1.12,17.0,16.0,1.0,0.07,0.69,17.7,22.2,-4.5,-0.33,-0.25,Matches
Juan Manuel Boselli,uy URU,FW,23-145,22,1051.0,48.0,46.7,11.7,13,61.0,0,9,29.0,0,1.32,11.0,12.0,-1.0,-0.09,0.29,15.7,18.1,-2.4,-0.2,0.02,Matches
Tomás Araújo,pt POR,DF,20-322,12,1080.0,90.0,48.0,12.0,12,90.0,12,0,,0,1.67,15.0,11.0,4.0,0.33,1.1,18.0,17.7,0.3,0.02,0.45,Matches
