Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Fran Navarro,es ESP,FW,25-059,24.7,14,7,0,10,4,6,19,31.6,13,17,2,15,2,16,7,0,Matches
Kanya Fujimoto,jp JPN,MF,23-276,22.5,29,18,6,17,6,9,14,64.3,5,15,2,13,14,43,1,0,Matches
Vitor Carvalho,br BRA,MF,25-311,22.3,60,33,29,27,4,30,45,66.7,15,17,5,12,39,99,33,0,Matches
Adrián Marín,es ESP,DF,26-084,21.3,38,25,20,14,4,21,34,61.8,13,20,3,17,23,61,59,0,Matches
Murilo Costa,br BRA,FW,28-154,16.1,11,4,5,4,2,3,18,16.7,15,15,0,15,11,22,12,1,Matches
Rúben Fernandes,pt POR,DF,36-332,17.0,12,6,7,4,1,8,20,40.0,12,27,16,11,24,36,62,0,Matches
Lucas Cunha,br BRA,DF,26-070,15.0,9,7,7,2,0,6,9,66.7,3,19,14,5,17,26,70,0,Matches
Andrew,br BRA,GK,21-276,14.7,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,7,2,Matches
Carraça,pt POR,DF,30-033,13.6,21,14,18,3,0,16,24,66.7,8,9,6,3,11,32,25,0,Matches
Juan Manuel Boselli,uy URU,FW,23-145,11.7,20,14,10,9,1,14,36,38.9,22,26,0,26,9,29,9,0,Matches
Tomás Araújo,pt POR,DF,20-322,12.0,26,18,17,7,2,16,20,80.0,4,11,7,4,14,40,51,0,Matches
Giorgi Aburjania,ge GEO,MF,28-091,11.3,24,13,5,17,2,13,25,52.0,12,13,6,7,7,31,5,0,Matches
Stanislav Kritsyuk,ru RUS,GK,32-123,10.3,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,6,0,Matches
Pedro Tiba,pt POR,MF,34-215,10.0,14,8,2,7,5,9,20,45.0,11,11,6,5,9,23,16,0,Matches
Danilo veiga,pt POR,DF,20-190,7.6,24,14,12,10,2,11,13,84.6,2,5,1,4,14,38,20,0,Matches
Kevin Villodres,es ESP,"FW,MF",22-036,6.7,18,12,6,8,4,10,22,45.5,12,5,1,4,3,21,4,1,Matches
Bilel Aouacheria,fr FRA,"FW,MF",29-001,5.4,9,7,2,3,4,4,7,57.1,3,8,0,8,5,14,1,0,Matches
Ali Alipour,ir IRN,"FW,MF",27-143,5.9,6,3,1,4,1,5,9,55.6,4,7,0,7,1,7,2,1,Matches
Matheus Bueno,br BRA,MF,24-247,6.2,9,5,5,4,0,7,13,53.8,6,5,3,2,6,15,2,0,Matches
Né lopes,pt POR,DF,22-309,4.0,2,2,1,1,0,1,1,100.0,0,10,10,0,6,8,10,0,Matches
Henrique Gomes,pt POR,DF,27-124,3.6,4,1,3,0,1,1,4,25.0,3,6,1,5,3,7,13,0,Matches
Tomás Araújo,pt POR,DF,20-322,3.0,5,1,4,1,0,1,3,33.3,2,6,3,3,5,10,16,0,Matches
Mizuki Arai,jp JPN,"FW,MF",25-354,3.3,6,5,4,2,0,2,6,33.3,4,9,1,8,1,7,2,0,Matches
José Carlos,pt POR,DF,24-246,2.4,3,3,1,2,0,3,7,42.9,4,2,0,2,7,10,3,0,Matches
Emmanuel Hackman,tg TOG,DF,27-324,1.5,1,1,0,1,0,0,2,0.0,2,3,2,1,1,2,3,0,Matches
Marlon,br BRA,FW,25-200,1.3,2,1,2,0,0,2,3,66.7,1,0,0,0,2,4,1,0,Matches
Elder Santana,br BRA,"MF,FW",29-361,0.5,2,1,0,0,2,0,2,0.0,2,0,0,0,0,2,1,0,Matches
Boubacar Hanne,pt POR,"FW,DF",24-036,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Roan Wilson,cr CRC,MF,20-337,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
André Simões,pt POR,FW,19-229,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Miguel Monteiro,pt POR,FW,19-253,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Gabriel Pereira,br BRA,DF,22-331,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,26.6,25.0,370,224,168,157,45,199,380,52.4,181,266,89,177,234,604,441,5,
Opponent Total,,,26.7,25.0,469,280,246,171,52,227,428,53.0,201,287,81,206,274,743,536,8,
