Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP.1,W.1,D.1,L.1,GF.1,GA.1,GD.1,Pts.1,Pts/MP.1,xG.1,xGA.1,xGD.1,xGD/90.1
4,Sporting CP,13,11,0,2,35,7,28,33,2.54,29.6,7.4,22.2,1.7,12,6,2,4,17,16,1,20,1.67,22.5,14.4,8.1,0.67
5,Vitória,14,8,3,3,14,10,4,27,1.93,16.5,10.3,6.2,0.44,12,4,2,6,11,19,-8,14,1.17,10.5,20.1,-9.6,-0.8
6,Arouca,13,7,2,4,19,16,3,23,1.77,17.5,17.0,0.5,0.04,12,3,6,3,10,16,-6,15,1.25,11.8,17.3,-5.5,-0.46
7,Casa Pia,13,6,3,4,12,9,3,21,1.62,13.1,13.7,-0.5,-0.04,13,5,2,6,11,18,-7,17,1.31,13.2,22.1,-8.9,-0.69
8,Vizela,13,5,2,6,15,14,1,17,1.31,19.8,12.5,7.3,0.56,13,5,3,5,15,14,1,18,1.38,13.5,18.7,-5.2,-0.4
