Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
João Othavio Basso,br BRA,DF,26-083,26.0,1661,306,1031,592,53,22,1658,19,12,63.2,5,26.3,873,4321,2381,7,5,0,10,2,1045,7,Matches
Quaresma,br BRA,DF,26-227,22.7,1533,101,640,637,281,10,1533,72,31,43.1,33,45.8,765,4564,2195,47,31,3,34,27,819,71,Matches
Alan Ruiz,ar ARG,MF,29-230,19.8,1171,26,144,671,374,19,1171,59,34,57.6,20,33.9,664,3228,1420,25,32,3,38,28,871,63,Matches
Ignacio De Arruabarrena,uy URU,GK,26-080,22.0,812,725,811,1,0,0,812,0,0,,0,,377,1878,1112,0,0,0,1,0,266,0,Matches
David Simão,pt POR,MF,32-326,20.9,1385,45,388,790,221,2,1385,23,12,52.2,7,30.4,659,2790,1193,11,11,0,26,10,948,27,Matches
Ismaila Soro,ci CIV,MF,24-334,15.9,829,38,268,486,84,0,829,24,14,58.3,5,20.8,401,1893,800,6,11,0,16,12,488,7,Matches
Antony,br BRA,"FW,MF",21-210,19.4,731,6,117,311,321,44,731,57,28,49.1,27,47.4,424,3040,1359,38,40,11,51,23,470,125,Matches
Tiago Esgaio,pt POR,DF,27-248,18.5,1105,73,432,435,244,21,1105,5,3,60.0,1,20.0,403,1495,764,10,11,0,12,4,557,61,Matches
Jerome Opoku,eng ENG,DF,24-174,15.7,735,135,455,268,19,8,735,16,7,43.8,6,37.5,404,2121,1151,7,5,0,9,1,450,1,Matches
Morlaye Sylla,gn GUI,"FW,MF",24-253,17.3,951,20,153,489,322,24,950,48,22,45.8,22,45.8,502,2802,1385,29,27,4,37,10,651,88,Matches
Rafa Mújica,es ESP,FW,24-159,11.4,321,17,33,131,162,56,321,21,8,38.1,13,61.9,139,732,321,12,9,7,36,14,201,52,Matches
André Bukia,cd COD,"FW,MF",28-034,11.4,421,5,67,179,188,19,421,51,22,43.1,22,43.1,289,1923,908,33,16,12,36,11,304,66,Matches
Oday Dabbagh,ps PLE,FW,24-124,10.2,343,10,21,156,171,46,343,16,9,56.3,6,37.5,188,966,406,16,7,8,35,5,246,71,Matches
Bogdan Milovanov,ua UKR,DF,24-352,10.3,647,57,308,215,127,6,647,15,5,33.3,10,66.7,285,1349,591,14,6,3,18,2,295,32,Matches
Nino Galović,hr CRO,DF,30-274,9.5,528,106,350,175,5,2,528,0,0,,0,,269,1139,542,2,3,0,2,0,361,1,Matches
Arsénio Martins Lafuente Nunes,pt POR,"FW,MF",33-219,9.4,413,8,74,173,171,7,413,19,7,36.8,11,57.9,241,1213,548,22,12,4,15,20,308,43,Matches
Oriol Busquets,es ESP,MF,24-076,6.5,413,19,155,232,28,1,413,8,5,62.5,2,25.0,220,881,359,2,7,0,3,4,275,7,Matches
Emilijus Zubas,lt LTU,GK,32-270,3.0,113,94,111,2,0,0,113,0,0,,0,,44,220,122,0,0,0,0,0,45,0,Matches
Moses Yaw,gh GHA,MF,24-089,3.4,169,13,76,83,10,2,169,2,2,100.0,0,0.0,80,280,109,0,2,0,2,0,101,0,Matches
Vitinho,br BRA,"MF,FW",23-092,2.7,127,6,19,43,66,8,127,6,1,16.7,4,66.7,62,298,143,5,7,1,6,1,74,25,Matches
Benji Michel,us USA,FW,25-165,2.0,78,6,13,36,31,5,78,9,4,44.4,4,44.4,38,228,102,3,1,0,9,4,58,13,Matches
Rafael Fernandes,pt POR,"DF,FW",20-282,1.5,72,17,52,19,2,2,72,0,0,,0,,44,186,83,1,0,0,1,0,41,0,Matches
Mosquito,br BRA,GK,26-298,1.0,30,29,30,0,0,0,30,0,0,,0,,15,74,54,0,0,0,0,0,8,0,Matches
Weverson,br BRA,"DF,FW",22-275,0.8,46,0,10,22,14,0,46,1,0,0.0,1,100.0,27,130,60,3,1,0,1,1,31,4,Matches
Bruninho,br BRA,FW,24-043,1.8,104,0,8,49,49,14,104,9,3,33.3,5,55.6,48,288,120,5,5,2,10,8,68,12,Matches
Pedro Manuel da Silva Moreira,pt POR,MF,33-326,0.8,57,0,6,39,12,0,57,2,2,100.0,0,0.0,28,120,36,2,1,0,2,1,41,3,Matches
Yusuf Lawal,ng NGA,"FW,MF",25-014,0.3,13,3,3,5,5,0,13,1,0,0.0,0,0.0,7,20,8,0,0,0,1,0,6,2,Matches
José Manuel Velázquez,ve VEN,DF,32-210,0.1,5,4,4,1,0,0,5,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,26.7,26.0,14813,1869,5779,6240,2960,318,14809,483,231,47.8,204,42.2,7496,38179,18272,300,250,58,411,188,9028,781,
Opponent Total,,,26.9,26.0,15619,1226,4411,7283,4089,515,15614,486,223,45.9,202,41.6,8383,44536,23804,481,362,88,404,227,9940,1135,
