Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
Álex Remiro,es ESP,GK,27-360,25,25,2250.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Martín Zubimendi,es ESP,MF,24-045,24,23,2051.0,22.8,1.0,2.0,3.0,1.0,0.0,0.0,8.0,0.0,0.7,0.7,0.9,1.6,28.0,130.0,17.0,0.04,0.09,0.13,0.04,0.13,0.03,0.04,0.07,0.03,0.07,Matches
Brais Méndez,es ESP,MF,26-071,24,22,1825.0,20.3,7.0,3.0,10.0,7.0,0.0,0.0,5.0,0.0,4.4,4.4,2.3,6.8,27.0,98.0,103.0,0.35,0.15,0.49,0.35,0.49,0.22,0.12,0.34,0.22,0.34,Matches
Robin Le Normand,fr FRA,DF,26-128,22,20,1806.0,20.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.6,0.6,0.1,0.7,20.0,79.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
Takefusa Kubo,jp JPN,"FW,MF",21-288,22,19,1592.0,17.7,4.0,3.0,7.0,4.0,0.0,0.0,2.0,0.0,2.8,2.8,3.7,6.6,65.0,50.0,156.0,0.23,0.17,0.4,0.23,0.4,0.16,0.21,0.37,0.16,0.37,Matches
Alexander Sørloth,no NOR,FW,27-104,21,19,1592.0,17.7,9.0,1.0,10.0,9.0,0.0,0.0,4.0,0.0,8.1,8.1,1.3,9.4,25.0,14.0,83.0,0.51,0.06,0.57,0.51,0.57,0.46,0.07,0.53,0.46,0.53,Matches
Igor Zubeldia,es ESP,DF,25-354,20,18,1617.0,18.0,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.5,0.5,0.4,0.8,10.0,78.0,4.0,0.06,0.06,0.11,0.06,0.11,0.03,0.02,0.05,0.03,0.05,Matches
Mikel Merino,es ESP,MF,26-270,21,18,1602.0,17.8,1.0,7.0,8.0,1.0,0.0,1.0,4.0,1.0,3.1,2.3,3.1,5.4,18.0,112.0,65.0,0.06,0.39,0.45,0.06,0.45,0.17,0.17,0.35,0.13,0.3,Matches
Diego Rico,es ESP,DF,30-024,18,16,1466.0,16.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,1.5,1.6,28.0,57.0,66.0,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.1,0.01,0.1,Matches
David Silva,es ESP,MF,37-070,18,16,1225.0,13.6,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,2.2,4.2,36.0,103.0,85.0,0.07,0.22,0.29,0.07,0.29,0.15,0.16,0.31,0.15,0.31,Matches
