Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Álex Remiro,es ESP,GK,28-013,27.0,1,0,0,0,2,0,0,0,0,0,0,0,44,4,0,100.0,Matches
Martín Zubimendi,es ESP,MF,24-063,24.8,10,0,0,38,26,1,3,21,23,0,1,0,168,47,23,67.1,Matches
Brais Méndez,es ESP,MF,26-089,22.3,6,0,0,52,43,1,98,11,25,0,0,0,104,19,19,50.0,Matches
Robin Le Normand,fr FRA,DF,26-146,22.1,4,0,0,26,23,2,1,22,16,0,0,1,99,72,27,72.7,Matches
Takefusa Kubo,jp JPN,"FW,MF",21-306,19.3,2,0,0,27,33,17,46,2,20,1,0,0,75,12,17,41.4,Matches
Alexander Sørloth,no NOR,FW,27-122,19.2,4,0,0,28,9,14,3,2,7,0,0,0,48,37,31,54.4,Matches
Igor Zubeldia,es ESP,DF,26-007,20.0,6,0,0,34,10,1,3,16,14,0,0,1,110,48,35,57.8,Matches
Mikel Merino,es ESP,MF,26-288,18.7,4,1,0,50,34,2,18,16,33,0,0,0,152,76,34,69.1,Matches
David Silva,es ESP,MF,37-088,15.4,3,0,0,20,21,3,16,11,12,0,0,0,87,8,11,42.1,Matches
Diego Rico,es ESP,DF,30-042,16.3,3,0,0,26,25,1,50,19,16,0,0,0,89,16,16,50.0,Matches
Andoni Gorosabel,es ESP,DF,26-245,12.0,2,0,0,13,13,0,26,9,15,0,0,0,46,11,20,35.5,Matches
Aritz Elustondo,es ESP,DF,29-009,11.4,4,1,0,17,8,0,4,18,12,0,0,0,43,13,19,40.6,Matches
Aihen Muñoz,es ESP,DF,25-233,10.7,0,0,0,15,4,0,32,4,11,0,0,0,43,14,12,53.8,Matches
Asier Illarramendi,es ESP,MF,33-029,8.4,3,0,0,16,12,0,3,12,13,0,0,0,48,5,11,31.3,Matches
Jon Pacheco,es ESP,DF,22-088,8.5,2,0,0,10,7,1,0,6,9,0,1,0,34,18,18,50.0,Matches
Mikel Oyarzabal,es ESP,"FW,MF",25-350,6.9,0,0,0,5,9,7,8,0,2,0,0,0,30,9,19,32.1,Matches
Carlos Fernández,es ESP,FW,26-319,4.5,5,0,0,11,10,6,0,1,3,0,0,0,27,18,14,56.3,Matches
Ander Barrenetxea,es ESP,"DF,FW",21-100,4.6,3,0,0,11,3,0,6,4,8,0,0,0,38,7,10,41.2,Matches
Mohamed Ali Cho,fr FRA,FW,19-077,4.2,1,0,0,7,8,2,20,2,3,1,0,0,23,1,11,8.3,Matches
Alex Sola,es ESP,DF,23-301,3.9,1,0,0,3,8,0,12,7,9,0,0,0,17,7,3,70.0,Matches
Pablo Marín,es ESP,MF,19-277,3.8,1,0,0,12,2,0,3,4,5,0,0,0,19,4,7,36.4,Matches
Alexander Isak,se SWE,FW,23-197,1.7,0,0,0,1,0,0,2,0,1,0,0,0,2,0,0,,Matches
Roberto Navarro,es ESP,"MF,FW",20-359,3.8,2,0,0,8,6,5,15,2,3,0,0,0,22,6,5,54.5,Matches
Ander Guevara,es ESP,MF,25-273,1.6,1,0,0,3,3,0,0,2,1,0,0,0,6,3,2,60.0,Matches
Beñat Turrientes,es ESP,"MF,FW",21-065,1.2,0,0,0,2,1,0,4,0,3,0,0,0,7,0,2,0.0,Matches
Umar Sadiq,ng NGA,FW,26-063,0.9,0,0,0,3,1,4,0,0,1,0,0,0,1,2,2,50.0,Matches
Jon Karrikaburu,es ESP,FW,20-199,1.0,1,0,0,3,4,3,1,0,0,0,0,0,5,4,4,50.0,Matches
Jon Magunacelaya,es ESP,"MF,FW",22-267,0.7,0,0,0,1,1,0,2,0,0,0,0,0,4,0,2,0.0,Matches
Olasagasti,es ESP,"MF,DF",22-233,0.7,0,0,0,1,4,0,0,0,4,0,0,0,6,2,0,100.0,Matches
Ander Martin,es ESP,"MF,FW",22-141,0.5,0,0,0,2,0,0,4,0,2,0,0,0,5,1,3,25.0,Matches
Squad Total,,,26.6,27.0,69,2,0,445,330,70,380,191,271,2,2,2,1402,464,377,55.2,
Opponent Total,,,28.2,27.0,70,7,3,343,427,63,413,240,296,2,2,2,1353,377,464,44.8,
