Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Álex Remiro,es ESP,GK,28-010,26.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,12,3,Matches
Martín Zubimendi,es ESP,MF,24-060,23.8,41,22,14,23,4,16,31,51.6,15,25,11,14,21,62,39,3,Matches
Brais Méndez,es ESP,MF,26-086,21.3,44,24,13,24,7,19,50,38.0,31,20,2,18,11,55,10,1,Matches
Robin Le Normand,fr FRA,DF,26-143,21.1,26,15,19,6,1,12,17,70.6,5,17,11,6,21,47,65,0,Matches
Takefusa Kubo,jp JPN,"FW,MF",21-303,18.6,35,20,15,11,9,11,25,44.0,14,12,1,11,2,37,3,0,Matches
Alexander Sørloth,no NOR,FW,27-119,18.4,12,5,2,3,7,5,10,50.0,5,6,1,5,2,14,20,1,Matches
Igor Zubeldia,es ESP,DF,26-004,19.0,24,13,17,7,0,16,22,72.7,6,16,12,4,15,39,69,0,Matches
Mikel Merino,es ESP,MF,26-285,17.8,54,31,19,26,9,21,37,56.8,16,26,8,18,15,69,39,0,Matches
David Silva,es ESP,MF,37-085,14.5,22,12,6,11,5,7,12,58.3,5,8,1,7,10,32,10,0,Matches
Diego Rico,es ESP,DF,30-039,16.3,29,16,15,8,6,10,21,47.6,11,15,4,11,19,48,42,1,Matches
Aritz Elustondo,es ESP,DF,29-006,11.4,21,12,12,8,1,11,18,61.1,7,12,6,6,18,39,30,1,Matches
Andoni Gorosabel,es ESP,DF,26-242,11.1,26,12,14,6,6,14,19,73.7,5,10,0,10,8,34,9,0,Matches
Aihen Muñoz,es ESP,DF,25-230,9.7,22,10,12,8,2,13,27,48.1,14,15,3,12,4,26,21,0,Matches
Asier Illarramendi,es ESP,MF,33-026,8.3,25,13,9,13,3,11,31,35.5,20,22,6,16,12,37,14,0,Matches
Jon Pacheco,es ESP,DF,22-085,8.5,12,9,8,4,0,4,6,66.7,2,4,3,1,6,18,22,0,Matches
Mikel Oyarzabal,es ESP,"FW,MF",25-347,6.7,5,2,2,1,2,1,8,12.5,7,4,0,4,0,5,4,0,Matches
Carlos Fernández,es ESP,FW,26-316,4.5,4,3,1,2,1,0,8,0.0,8,1,0,1,1,5,2,0,Matches
Ander Barrenetxea,es ESP,"DF,FW",21-097,4.6,11,8,10,1,0,6,15,40.0,9,5,1,4,4,15,5,0,Matches
Mohamed Ali Cho,fr FRA,FW,19-074,4.0,6,3,5,1,0,0,4,0.0,4,6,0,6,2,8,2,0,Matches
Pablo Marín,es ESP,MF,19-274,3.8,8,5,3,4,1,1,6,16.7,5,1,0,1,4,12,2,0,Matches
Alex Sola,es ESP,DF,23-298,3.8,18,9,14,3,1,7,10,70.0,3,7,2,5,7,25,10,0,Matches
Alexander Isak,se SWE,FW,23-194,1.7,1,1,0,0,1,0,0,,0,0,0,0,0,1,2,0,Matches
Roberto Navarro,es ESP,"MF,FW",20-356,3.8,4,3,3,0,1,1,2,50.0,1,7,0,7,2,6,2,0,Matches
Ander Guevara,es ESP,MF,25-270,1.6,3,1,1,1,1,0,1,0.0,1,4,1,3,2,5,2,0,Matches
Beñat Turrientes,es ESP,"MF,FW",21-062,1.2,3,3,3,0,0,1,5,20.0,4,2,0,2,0,3,3,0,Matches
Umar Sadiq,ng NGA,FW,26-060,0.9,1,1,0,0,1,0,1,0.0,1,2,0,2,0,1,0,0,Matches
Jon Karrikaburu,es ESP,FW,20-196,1.0,1,0,0,1,0,0,0,,0,2,0,2,0,1,0,0,Matches
Jon Magunacelaya,es ESP,"MF,FW",22-264,0.7,1,0,0,0,1,0,2,0.0,2,0,0,0,0,1,1,0,Matches
Olasagasti,es ESP,"MF,DF",22-230,0.7,4,4,1,2,1,1,2,50.0,1,2,0,2,0,4,1,0,Matches
Ander Martin,es ESP,"MF,FW",22-138,0.5,2,2,1,1,0,1,4,25.0,3,0,0,0,0,2,1,0,Matches
Squad Total,,,26.6,26.0,465,259,219,175,71,189,396,47.7,207,251,73,178,186,651,442,10,
Opponent Total,,,28.2,26.0,472,282,242,167,63,205,392,52.3,187,277,79,198,236,708,407,7,
