Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Álex Remiro,es ESP,GK,28-013,27,27,2430,27.0,26,0.96,95,70,73.7,14,6,7,10,37.0,2,1,1,0,50.0,Matches
Squad Total,,,26.6,27,27,2430,27.0,26,0.96,95,70,73.7,14,6,7,10,37.0,2,1,1,0,50.0,
Opponent Total,,,28.2,27,27,2430,27.0,35,1.3,127,93,73.2,7,6,14,7,25.9,2,1,1,0,50.0,
