Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Álex Remiro,es ESP,GK,27-360,25.0,958,817,956,2,0,0,958,0,0,,0,,549,3204,1979,0,0,0,1,0,450,0,Matches
Martín Zubimendi,es ESP,MF,24-045,22.8,1401,73,358,892,171,11,1401,14,6,42.9,5,35.7,843,4508,2545,28,26,1,15,11,962,17,Matches
Brais Méndez,es ESP,MF,26-071,20.3,1204,20,136,596,483,39,1204,41,11,26.8,26,63.4,649,2740,1171,27,30,4,33,24,827,103,Matches
Robin Le Normand,fr FRA,DF,26-128,20.1,1292,174,642,628,29,11,1292,2,2,100.0,0,0.0,776,4238,2458,20,6,0,5,6,835,2,Matches
Takefusa Kubo,jp JPN,"FW,MF",21-288,17.7,795,4,70,272,464,86,795,65,20,30.8,35,53.8,525,3463,1915,65,36,39,59,32,606,156,Matches
Alexander Sørloth,no NOR,FW,27-104,17.7,542,23,50,231,273,60,542,43,15,34.9,27,62.8,318,1870,859,25,20,12,60,47,402,83,Matches
Igor Zubeldia,es ESP,DF,25-354,18.0,1179,101,535,603,44,7,1179,3,3,100.0,0,0.0,723,3980,2396,10,3,1,4,1,768,4,Matches
Mikel Merino,es ESP,MF,26-270,17.8,1226,69,239,676,322,52,1225,30,17,56.7,9,30.0,648,2456,1061,18,24,3,32,21,809,65,Matches
Diego Rico,es ESP,DF,30-024,16.3,1082,61,347,469,275,7,1082,27,13,48.1,9,33.3,498,2390,1168,28,24,0,22,9,577,66,Matches
David Silva,es ESP,MF,37-070,13.6,858,11,72,440,353,49,858,28,9,32.1,13,46.4,536,2918,1250,36,38,12,23,22,675,85,Matches
Aritz Elustondo,es ESP,DF,28-356,11.4,705,53,269,358,79,11,705,3,1,33.3,2,66.7,357,1793,944,15,9,0,9,3,411,14,Matches
Andoni Gorosabel,es ESP,DF,26-227,10.1,672,16,142,331,202,7,672,12,5,41.7,5,41.7,328,1545,732,17,13,1,7,5,404,56,Matches
Aihen Muñoz,es ESP,DF,25-215,8.7,549,18,174,223,157,2,549,15,4,26.7,11,73.3,282,1217,540,15,13,0,11,10,340,47,Matches
Jon Pacheco,es ESP,DF,22-070,8.5,641,66,280,353,9,1,641,2,1,50.0,1,50.0,410,2186,1400,11,4,0,1,1,469,0,Matches
Asier Illarramendi,es ESP,MF,33-011,7.4,498,24,116,284,101,8,498,3,3,100.0,0,0.0,276,1265,494,7,13,1,9,2,325,15,Matches
Mikel Oyarzabal,es ESP,"FW,MF",25-332,6.4,260,8,38,92,133,32,259,15,5,33.3,7,46.7,157,696,359,15,10,6,9,13,204,72,Matches
Carlos Fernández,es ESP,FW,26-301,4.5,158,3,18,61,82,24,158,17,10,58.8,5,29.4,93,535,189,5,4,3,12,5,121,39,Matches
Ander Barrenetxea,es ESP,"DF,FW",21-082,4.5,245,11,75,106,67,5,245,19,10,52.6,8,42.1,118,643,268,6,4,1,8,8,134,14,Matches
Mohamed Ali Cho,fr FRA,FW,19-059,3.9,163,2,24,54,92,15,163,27,9,33.3,13,48.1,113,896,482,21,5,9,23,6,111,42,Matches
Pablo Marín,es ESP,MF,19-259,3.8,203,4,36,82,86,9,203,9,5,55.6,3,33.3,126,599,284,8,8,2,6,5,146,23,Matches
Alex Sola,es ESP,DF,23-283,3.8,248,12,71,99,82,5,248,15,7,46.7,5,33.3,115,725,288,7,3,0,2,6,130,18,Matches
Alexander Isak,se SWE,FW,23-179,1.7,46,3,5,19,22,11,46,5,2,40.0,3,60.0,29,214,72,3,2,2,3,2,33,11,Matches
Roberto Navarro,es ESP,"MF,FW",20-341,3.8,206,2,24,75,114,20,206,18,7,38.9,9,50.0,125,853,387,17,15,9,19,16,128,28,Matches
Ander Guevara,es ESP,MF,25-255,1.5,132,1,12,82,39,0,132,1,1,100.0,0,0.0,87,375,189,1,3,0,1,1,104,1,Matches
Beñat Turrientes,es ESP,"MF,FW",21-047,1.2,61,3,17,29,15,0,61,3,1,33.3,1,33.3,30,113,51,0,0,0,4,2,34,4,Matches
Umar Sadiq,ng NGA,FW,26-045,0.9,26,1,2,9,15,2,26,3,2,66.7,0,0.0,16,62,9,0,0,1,6,2,21,6,Matches
Jon Karrikaburu,es ESP,FW,20-181,1.0,38,0,0,18,20,3,38,0,0,,0,,22,127,38,2,1,1,4,3,28,2,Matches
Jon Magunacelaya,es ESP,"MF,FW",22-249,0.7,28,1,9,4,15,2,28,1,1,100.0,0,0.0,18,111,70,2,1,0,3,0,15,3,Matches
Olasagasti,es ESP,"MF,DF",22-215,0.7,61,1,13,41,8,1,61,0,0,,0,,30,130,82,2,1,0,2,0,37,3,Matches
Ander Martin,es ESP,"MF,FW",22-123,0.5,29,2,7,7,15,0,29,1,1,100.0,0,0.0,10,54,23,1,1,0,0,0,14,0,Matches
Squad Total,,,26.5,25.0,15506,1584,4737,7136,3767,480,15504,422,171,40.5,197,46.7,8807,45906,23703,412,317,108,393,263,10120,979,
Opponent Total,,,28.1,25.0,12958,1527,4586,5202,3291,451,12957,407,190,46.7,177,43.5,6845,37165,17718,383,314,94,373,269,7643,682,
