Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP.1,W.1,D.1,L.1,GF.1,GA.1,GD.1,Pts.1,Pts/MP.1,xG.1,xGA.1,xGD.1,xGD/90.1
1,Benfica,13,12,1,0,42,10,32,37,2.85,41.7,7.6,34.1,2.62,13,11,1,1,25,4,21,34,2.62,25.0,9.1,15.9,1.23
2,Porto,13,11,0,2,36,9,27,33,2.54,31.9,11.3,20.6,1.59,13,8,4,1,20,8,12,28,2.15,21.9,10.8,11.1,0.85
3,Braga,12,8,2,2,23,6,17,26,2.17,20.8,10.3,10.5,0.88,14,11,0,3,33,17,16,33,2.36,22.7,18.8,4.0,0.28
