Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
Odisseas Vlachodimos,gr GRE,GK,28-342,25,25,2250.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Álex Grimaldo,es ESP,DF,27-195,24,24,2136.0,23.7,2.0,8.0,10.0,2.0,0.0,0.0,3.0,0.0,1.7,1.7,9.0,10.7,68.0,138.0,292.0,0.08,0.34,0.42,0.08,0.42,0.07,0.38,0.45,0.07,0.45,Matches
João Mário,pt POR,FW,30-074,24,24,1921.0,21.3,17.0,6.0,23.0,10.0,7.0,9.0,4.0,1.0,14.9,7.8,6.6,14.4,57.0,132.0,180.0,0.8,0.28,1.08,0.47,0.75,0.7,0.31,1.01,0.37,0.67,Matches
Nicolás Otamendi,ar ARG,DF,35-050,23,23,2053.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.5,1.5,0.2,1.7,19.0,114.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08,Matches
António Silva,pt POR,DF,19-155,22,22,1972.0,21.9,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,3.7,3.5,0.1,3.5,22.0,105.0,2.0,0.14,0.0,0.14,0.14,0.14,0.17,0.0,0.17,0.16,0.16,Matches
Florentino Luís,pt POR,MF,23-227,25,22,1818.0,20.2,0.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,0.7,0.7,1.5,2.3,8.0,138.0,27.0,0.0,0.15,0.15,0.0,0.15,0.04,0.08,0.11,0.04,0.11,Matches
Gonçalo Ramos,pt POR,FW,21-287,21,21,1617.0,18.0,16.0,2.0,18.0,16.0,0.0,0.0,3.0,1.0,16.5,16.5,2.2,18.7,21.0,17.0,89.0,0.89,0.11,1.0,0.89,1.0,0.92,0.12,1.04,0.92,1.04,Matches
Alexander Bah,dk DEN,DF,25-115,23,18,1647.0,18.3,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,4.4,4.7,55.0,110.0,150.0,0.05,0.16,0.22,0.05,0.22,0.02,0.24,0.26,0.02,0.26,Matches
Rafa Silva,pt POR,"MF,FW",29-321,19,17,1428.0,15.9,6.0,3.0,9.0,6.0,0.0,0.0,6.0,0.0,8.4,7.6,3.0,10.6,58.0,78.0,171.0,0.38,0.19,0.57,0.38,0.57,0.53,0.19,0.72,0.48,0.66,Matches
Enzo Fernández,ar ARG,MF,22-076,17,17,1382.0,15.4,1.0,5.0,6.0,1.0,0.0,0.0,3.0,0.0,2.1,2.1,3.7,5.7,29.0,183.0,27.0,0.07,0.33,0.39,0.07,0.39,0.14,0.24,0.37,0.14,0.37,Matches
David Neres,br BRA,"FW,MF",26-031,22,15,1360.0,15.1,6.0,5.0,11.0,6.0,0.0,0.0,2.0,0.0,3.4,3.4,5.4,8.8,60.0,79.0,141.0,0.4,0.33,0.73,0.4,0.73,0.22,0.36,0.58,0.22,0.58,Matches
Fredrik Aursnes,no NOR,"MF,FW",27-114,19,15,1346.0,15.0,1.0,2.0,3.0,1.0,0.0,1.0,5.0,0.0,3.5,2.7,1.9,4.6,29.0,135.0,87.0,0.07,0.13,0.2,0.07,0.2,0.23,0.13,0.36,0.18,0.31,Matches
Chiquinho,pt POR,"MF,FW",27-258,16,7,786.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.2,1.9,12.0,83.0,25.0,0.0,0.0,0.0,0.0,0.0,0.08,0.14,0.22,0.08,0.22,Matches
Gilberto,br BRA,DF,30-027,16,7,598.0,6.6,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.1,1.1,2.5,3.6,45.0,38.0,82.0,0.3,0.15,0.45,0.3,0.45,0.17,0.37,0.54,0.17,0.54,Matches
Morato,br BRA,DF,21-277,6,5,466.0,5.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,6.0,28.0,0.0,0.19,0.0,0.19,0.19,0.19,0.06,0.0,0.06,0.06,0.06,Matches
Julian Draxler,de GER,"MF,FW",29-195,10,4,407.0,4.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5,0.6,2.1,10.0,33.0,44.0,0.22,0.0,0.22,0.22,0.22,0.34,0.12,0.46,0.34,0.46,Matches
Gonçalo Guedes,pt POR,"FW,MF",26-125,6,4,314.0,3.5,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1.0,1.9,13.0,15.0,42.0,0.29,0.29,0.57,0.29,0.57,0.25,0.3,0.55,0.25,0.55,Matches
