Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Odisseas Vlachodimos,gr GRE,GK,28-345,26,26,2340,26.0,14,0.54,50,37,76.0,23,2,1,17,65.4,2,2,0,0,0.0,Matches
Squad Total,,,26.7,26,26,2340,26.0,14,0.54,50,37,76.0,23,2,1,17,65.4,2,2,0,0,0.0,
Opponent Total,,,26.7,26,26,2340,26.0,67,2.58,167,100,64.1,1,2,23,2,7.7,10,7,2,1,22.2,
