Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Odisseas Vlachodimos,gr GRE,GK,28-327,25.0,591,510,586,5,0,0,591,0,0,,0,,332,1599,859,0,0,0,2,0,292,0,Matches
Álex Grimaldo,es ESP,DF,27-180,23.7,2000,36,377,766,874,47,2000,52,24,46.2,24,46.2,1092,5162,2861,68,51,7,25,16,1355,291,Matches
João Mário,pt POR,FW,30-059,21.3,1445,10,109,529,830,80,1436,66,27,40.9,27,40.9,884,4609,2075,57,49,11,43,25,1093,180,Matches
Nicolás Otamendi,ar ARG,DF,35-035,22.8,1977,146,801,1096,89,31,1977,9,3,33.3,5,55.6,1198,5871,3182,19,19,0,13,2,1416,2,Matches
António Silva,pt POR,DF,19-140,21.9,1742,171,763,944,52,17,1742,12,5,41.7,3,25.0,1112,5852,3649,22,16,1,12,1,1274,2,Matches
Florentino Luís,pt POR,MF,23-212,20.2,1863,42,293,1251,333,12,1863,15,8,53.3,4,26.7,1050,3829,1593,8,19,0,17,11,1371,27,Matches
Gonçalo Ramos,pt POR,FW,21-272,18.0,520,27,53,182,288,121,520,33,14,42.4,13,39.4,264,1024,449,21,11,10,41,18,369,89,Matches
Alexander Bah,dk DEN,DF,25-100,18.3,1619,38,316,738,573,21,1619,31,8,25.8,17,54.8,751,3670,1947,55,39,6,20,8,1009,149,Matches
Rafa Silva,pt POR,"MF,FW",29-306,15.9,759,0,28,219,528,122,759,88,30,34.1,42,47.7,490,3715,1704,57,43,25,58,34,637,170,Matches
Enzo Fernández,ar ARG,MF,22-061,15.4,1820,17,300,1156,372,18,1820,18,10,55.6,6,33.3,1103,4691,2353,29,33,2,15,15,1475,27,Matches
David Neres,br BRA,"FW,MF",26-016,15.1,934,1,31,318,597,68,934,66,36,54.5,27,40.9,568,3604,1693,60,45,15,43,19,732,140,Matches
Fredrik Aursnes,no NOR,"MF,FW",27-099,15.0,1208,12,129,672,412,44,1207,25,13,52.0,11,44.0,709,3006,1487,29,27,3,18,12,948,87,Matches
Chiquinho,pt POR,"MF,FW",27-243,8.7,769,6,126,450,202,19,769,14,4,28.6,6,42.9,484,2480,1294,12,15,1,14,4,581,25,Matches
Gilberto,br BRA,DF,30-012,6.6,682,11,92,300,294,16,682,32,14,43.8,14,43.8,389,2395,1379,45,35,4,14,8,461,82,Matches
Morato,br BRA,DF,21-262,5.2,409,41,186,216,8,3,409,0,0,,0,,242,1089,671,6,4,0,2,0,286,0,Matches
Julian Draxler,de GER,"MF,FW",29-180,4.5,270,1,11,117,144,19,270,3,2,66.7,1,33.3,147,784,314,10,5,2,11,9,208,44,Matches
Gonçalo Guedes,pt POR,"FW,MF",26-110,3.5,183,1,11,63,111,20,183,11,6,54.5,3,27.3,120,663,274,13,4,5,12,5,143,42,Matches
Petar Musa,hr CRO,FW,25-015,5.8,230,6,18,74,140,56,230,7,5,71.4,1,14.3,116,416,183,6,4,4,15,9,167,33,Matches
Diogo Gonçalves,pt POR,FW,26-041,3.4,207,0,12,73,125,20,207,11,2,18.2,7,63.6,124,946,457,18,12,6,4,6,156,47,Matches
Mihailo Ristić,rs SRB,DF,27-139,1.2,135,4,33,59,46,2,135,3,2,66.7,1,33.3,82,478,264,10,8,1,2,0,100,12,Matches
Henrique Araújo,pt POR,"MF,FW",21-059,0.8,25,1,1,10,14,7,25,1,1,100.0,0,0.0,14,69,47,2,2,1,1,1,19,8,Matches
João Neves,pt POR,"FW,MF",18-173,0.7,90,0,10,47,33,4,90,2,0,0.0,2,100.0,51,269,93,2,3,2,4,3,74,2,Matches
Julian Weigl,de GER,MF,27-192,0.6,86,0,5,70,12,1,86,0,0,,0,,55,179,98,0,1,0,1,0,75,2,Matches
Roman Yaremchuk,ua UKR,FW,27-112,0.6,21,0,1,2,18,5,21,0,0,,0,,14,67,42,1,2,0,2,0,22,4,Matches
Rodrigo Pinho,br BRA,FW,31-293,0.5,19,0,1,9,9,2,19,2,0,0.0,2,100.0,6,18,8,0,0,0,1,1,13,4,Matches
Lucas Veríssimo,br BRA,DF,27-260,0.1,16,1,8,9,0,0,16,0,0,,0,,13,56,17,0,0,0,0,0,13,0,Matches
John Brooks,us USA,"MF,DF",30-050,0.0,4,0,1,0,3,2,4,0,0,,0,,0,0,0,0,0,0,0,0,1,0,Matches
Jan Vertonghen,be BEL,DF,35-329,0.0,3,0,2,1,0,0,3,0,0,,0,,3,20,0,0,0,0,0,0,3,0,Matches
Cher Ndour,it ITA,MF,18-235,0.0,5,0,1,4,0,0,5,0,0,,0,,3,8,3,0,0,0,0,0,5,0,Matches
Andreas Schjelderup,no NOR,FW,18-291,0.0,4,0,0,1,3,2,4,1,0,0.0,1,100.0,4,22,8,0,0,1,0,0,2,0,Matches
Casper Tengstedt,dk DEN,FW,22-291,0.0,2,0,0,0,2,1,2,0,0,,0,,2,6,2,0,0,0,0,0,2,0,Matches
Squad Total,,,26.6,25.0,19638,1082,4305,9381,6112,760,19628,502,214,42.6,217,43.2,11422,56597,29006,550,447,107,390,207,14302,1469,
Opponent Total,,,26.6,25.0,12090,1933,5409,4816,2004,237,12088,494,190,38.5,259,52.4,5757,31069,14369,243,211,47,439,204,6702,520,
