Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Odisseas Vlachodimos,gr GRE,GK,28-345,26.0,14,2,0,1,1,14.2,0.24,1.2,0.05,57,127,44.9,464,102,20.0,26.8,129,26.4,30.1,239,16,6.7,22,0.85,15.0,Matches
Squad Total,,,26.7,26.0,14,2,0,1,1,14.2,0.24,1.2,0.05,57,127,44.9,464,102,20.0,26.8,129,26.4,30.1,239,16,6.7,22,0.85,15.0,
Opponent Total,,,26.7,26.0,67,7,2,5,2,69.1,0.37,4.1,0.16,140,376,37.2,685,144,34.5,34.1,269,52.0,41.9,477,27,5.7,20,0.77,10.5,
