Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Odisseas Vlachodimos,gr GRE,GK,28-342,25,2250.0,90.0,100.0,25.0,25,90.0,25,0,,0,2.72,66.0,14.0,52.0,2.08,,65.8,15.3,50.6,2.02,,Matches
Álex Grimaldo,es ESP,DF,27-195,24,2136.0,89.0,94.9,23.7,24,89.0,18,0,,1,2.71,59.0,11.0,48.0,2.02,-1.14,61.5,14.3,47.2,1.99,-0.68,Matches
João Mário,pt POR,FW,30-074,24,1921.0,80.0,85.4,21.3,24,80.0,11,0,,0,2.71,58.0,13.0,45.0,2.11,0.19,58.1,13.8,44.3,2.08,0.36,Matches
Nicolás Otamendi,ar ARG,DF,35-050,23,2053.0,89.0,91.2,22.8,23,89.0,21,0,,0,2.7,59.0,13.0,46.0,2.02,-0.72,59.2,14.4,44.7,1.96,-0.7,Matches
António Silva,pt POR,DF,19-155,22,1972.0,90.0,87.6,21.9,22,90.0,20,0,,2,2.68,58.0,12.0,46.0,2.1,0.16,58.0,14.0,44.0,2.01,-0.13,Matches
Florentino Luís,pt POR,MF,23-227,25,1818.0,73.0,80.8,20.2,22,78.0,12,3,32.0,0,2.72,49.0,10.0,39.0,1.93,-0.78,50.1,12.1,38.0,1.88,-0.73,Matches
Gonçalo Ramos,pt POR,FW,21-287,21,1617.0,77.0,71.9,18.0,21,77.0,4,0,,0,2.67,44.0,10.0,34.0,1.89,-0.67,46.7,11.9,34.8,1.94,-0.3,Matches
Alexander Bah,dk DEN,DF,25-115,23,1647.0,72.0,73.2,18.3,18,83.0,10,5,29.0,1,2.7,48.0,9.0,39.0,2.13,0.19,47.8,12.0,35.8,1.95,-0.25,Matches
Rafa Silva,pt POR,"MF,FW",29-321,19,1428.0,75.0,63.5,15.9,17,83.0,7,2,7.0,1,2.63,39.0,10.0,29.0,1.83,-0.69,39.2,9.4,29.8,1.88,-0.4,Matches
Enzo Fernández,ar ARG,MF,22-076,17,1382.0,81.0,61.4,15.4,17,81.0,10,0,,0,2.59,38.0,11.0,27.0,1.76,-0.83,37.5,10.7,26.7,1.74,-0.74,Matches
David Neres,br BRA,"FW,MF",26-031,22,1360.0,62.0,60.4,15.1,15,79.0,3,7,26.0,1,2.82,43.0,6.0,37.0,2.45,0.93,36.6,7.8,28.8,1.91,-0.29,Matches
Fredrik Aursnes,no NOR,"MF,FW",27-114,19,1346.0,71.0,59.8,15.0,15,86.0,11,4,13.0,0,2.63,39.0,8.0,31.0,2.07,-0.02,41.8,10.2,31.6,2.12,0.23,Matches
Chiquinho,pt POR,"MF,FW",27-258,16,786.0,49.0,34.9,8.7,7,86.0,4,9,21.0,6,2.69,26.0,2.0,24.0,2.75,1.03,27.0,3.9,23.1,2.64,0.95,Matches
Gilberto,br BRA,DF,30-027,16,598.0,37.0,26.6,6.6,7,68.0,1,9,13.0,8,2.81,17.0,5.0,12.0,1.81,-0.37,17.6,3.2,14.4,2.17,0.2,Matches
Morato,br BRA,DF,21-277,6,466.0,78.0,20.7,5.2,5,90.0,5,1,16.0,9,3.0,15.0,3.0,12.0,2.32,0.3,14.3,2.1,12.3,2.37,0.44,Matches
Julian Draxler,de GER,"MF,FW",29-195,10,407.0,41.0,18.1,4.5,4,73.0,1,6,19.0,1,2.5,10.0,2.0,8.0,1.77,-0.38,14.5,2.3,12.2,2.69,0.82,Matches
Gonçalo Guedes,pt POR,"FW,MF",26-125,6,314.0,52.0,14.0,3.5,4,68.0,0,2,22.0,0,3.0,11.0,0.0,11.0,3.15,1.25,7.0,1.9,5.2,1.48,-0.63,Matches
Petar Musa,hr CRO,FW,25-030,21,525.0,25.0,23.3,5.8,2,64.0,0,19,21.0,4,2.76,17.0,4.0,13.0,2.23,0.19,17.0,4.2,12.8,2.2,0.23,Matches
