4,Real Sociedad,27,14,6,7,35,26,+9,48,1.78,34.9,24.6,+10.2,+0.38,L D D W L,"32,304",Alexander Sørloth - 9,Álex Remiro,Unnamed: 19
5,Betis,27,13,6,8,34,27,7,45,1.67,38.2,34.2,4.0,0.15,W D D W L,50876,Borja Iglesias - 12,Rui Silva,
6,Villarreal,27,13,5,9,34,24,10,44,1.63,39.7,32.7,7.0,0.26,W W D W W,16491,"Gerard Moreno, José Luis Morales - 6",Gerónimo Rulli,
7,Athletic Club,27,10,7,10,36,28,8,37,1.37,36.1,23.5,12.5,0.46,L D L W D,43756,Oihan Sancet - 8,Unai Simón,
8,Rayo Vallecano,27,9,10,8,32,31,1,37,1.37,32.4,35.6,-3.1,-0.12,L D L D D,12591,Isaac Palazón Camacho - 6,Stole Dimitrievski,
