Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Daniel Parejo,es ESP,MF,33-355,26.5,2049,82,440,1146,484,8,2047,30,21,70.0,6,20.0,1120,4732,2329,23,38,0,23,25,1394,23,Matches
Pau Torres,es ESP,DF,26-080,23.9,1709,240,809,815,99,24,1709,26,18,69.2,6,23.1,1080,7781,5472,55,30,0,15,4,1170,8,Matches
Raúl Albiol,es ESP,DF,37-214,22.4,1610,215,813,762,43,9,1610,6,3,50.0,3,50.0,997,6603,4378,12,9,0,11,5,1096,2,Matches
Yeremi Pino,es ESP,"MF,FW",20-168,18.3,799,24,117,281,410,93,799,51,25,49.0,18,35.3,478,2499,1174,37,20,20,41,29,572,170,Matches
Samuel Chukwueze,ng NGA,"FW,MF",23-319,17.4,836,12,100,285,466,90,836,111,55,49.5,50,45.0,586,4067,2295,82,39,46,45,20,649,179,Matches
Étienne Capoue,fr FRA,MF,34-269,16.3,892,33,169,540,193,16,892,35,17,48.6,13,37.1,561,2943,1460,31,17,5,18,10,688,49,Matches
Juan Foyth,ar ARG,DF,25-084,14.0,1013,73,332,510,184,12,1013,36,17,47.2,16,44.4,510,3119,1863,33,30,1,13,11,588,11,Matches
Gerónimo Rulli,ar ARG,GK,30-321,14.0,579,476,577,3,0,0,579,0,0,,0,,335,1591,1061,0,0,0,0,0,283,0,Matches
Alex Baena,es ESP,"MF,FW",21-260,15.3,705,15,95,302,319,50,705,45,19,42.2,17,37.8,467,2606,1213,36,32,10,26,23,534,77,Matches
Gerard Moreno,es ESP,FW,30-364,11.9,507,16,40,233,247,58,505,40,20,50.0,15,37.5,307,1518,607,14,17,9,29,17,404,89,Matches
Alfonso Pedraza,es ESP,DF,26-362,11.8,656,25,173,212,280,30,656,41,16,39.0,21,51.2,343,2786,1644,43,35,10,18,12,380,91,Matches
Pepe Reina,es ESP,GK,40-218,12.0,485,379,480,5,0,0,485,0,0,,0,,287,1618,1063,0,0,0,0,0,255,0,Matches
Kiko Femenía,es ESP,DF,32-063,10.0,674,34,243,277,161,6,674,11,5,45.5,3,27.3,375,2003,1002,26,22,1,6,6,432,42,Matches
Alberto Moreno,es ESP,DF,30-275,9.6,597,22,177,211,212,15,597,11,4,36.4,5,45.5,311,1634,854,23,20,2,10,2,357,56,Matches
José Luis Morales,es ESP,"FW,MF",35-257,12.0,349,2,33,129,193,68,349,41,16,39.0,19,46.3,202,1406,701,38,20,23,20,11,249,78,Matches
Francis Coquelin,fr FRA,MF,31-328,8.3,391,17,63,224,107,18,391,6,2,33.3,2,33.3,200,885,399,11,11,1,18,14,286,27,Matches
Nicolas Jackson,sn SEN,FW,21-290,9.1,263,7,27,94,146,35,263,14,8,57.1,5,35.7,175,1418,692,23,14,6,33,23,195,57,Matches
Giovani Lo Celso,ar ARG,"MF,FW",26-362,6.4,405,5,65,184,164,17,405,18,9,50.0,7,38.9,228,1370,582,12,11,4,14,14,302,35,Matches
Aïssa Mandi,dz ALG,DF,31-166,6.4,409,49,197,184,30,1,409,3,1,33.3,1,33.3,219,1122,524,5,6,0,1,2,269,3,Matches
Manu Trigueros,es ESP,MF,31-171,6.3,382,9,43,221,119,5,382,2,0,0.0,2,100.0,227,903,371,8,9,0,3,6,314,14,Matches
Arnaut Danjuma,nl NED,FW,26-065,5.3,135,2,11,39,86,23,134,8,3,37.5,4,50.0,88,490,260,12,3,8,11,6,103,35,Matches
Johan Mojica,co COL,DF,30-228,6.8,432,15,127,165,144,9,432,13,6,46.2,6,46.2,270,1701,822,25,13,5,8,5,260,37,Matches
Ramón Terrats,es ESP,MF,22-170,4.1,233,5,37,115,81,10,233,20,10,50.0,9,45.0,147,755,415,15,6,2,10,5,184,15,Matches
Jorge Cuenca,es ESP,DF,23-140,4.0,333,40,172,155,6,3,333,0,0,,0,,206,1210,894,6,1,0,2,0,227,0,Matches
Manu Morlanes,es ESP,MF,24-084,1.8,60,5,15,34,11,0,60,0,0,,0,,31,127,49,1,1,0,0,1,36,1,Matches
Filip Jörgensen,dk DEN,GK,20-355,1.0,35,33,35,0,0,0,35,0,0,,0,,21,91,54,0,0,0,0,0,19,0,Matches
Mamadou Fall,sn SEN,DF,20-136,0.3,22,2,8,10,4,0,22,1,0,0.0,1,100.0,10,39,16,0,0,0,1,0,8,0,Matches
Haissem Hassan,fr FRA,MF,21-057,0.3,16,0,1,9,7,0,16,4,2,50.0,1,25.0,13,133,19,1,1,0,1,0,15,2,Matches
Fernando Niño,es ESP,"MF,FW",22-164,0.2,9,0,0,3,6,1,9,1,0,0.0,1,100.0,8,28,1,0,0,0,2,0,9,4,Matches
Diego Collado,es ESP,FW,22-087,0.1,8,0,0,2,6,1,8,0,0,,0,,3,9,4,0,0,0,0,0,6,3,Matches
Alberto Del Moral,es ESP,MF,22-260,0.1,1,0,0,1,0,0,1,0,0,,0,,1,2,1,0,0,0,0,0,1,0,Matches
Squad Total,,,29.5,27.0,16594,1837,5399,7151,4208,602,16589,574,277,48.3,231,40.2,9806,57189,32219,572,405,153,379,251,11285,1108,
Opponent Total,,,28.0,27.0,14237,1575,4532,6152,3720,499,14234,394,164,41.6,189,48.0,7807,42037,21941,461,356,116,373,214,9028,892,
