Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Gerónimo Rulli,ar ARG,GK,30-321,14.0,10,0,0,1,0,12.5,0.23,2.5,0.18,50,119,42.0,451,70,19.3,28.8,92,34.8,37.9,215,20,9.3,21,1.5,15.5,Matches
Pepe Reina,es ESP,GK,40-218,12.0,13,3,0,1,0,15.5,0.29,2.5,0.21,29,108,26.9,403,50,20.8,28.1,61,39.3,36.3,171,6,3.5,12,1.0,17.4,Matches
Filip Jörgensen,dk DEN,GK,20-355,1.0,1,0,0,0,0,0.7,0.25,-0.3,-0.26,0,4,0.0,28,5,14.3,23.3,7,0.0,13.3,13,1,7.7,0,0.0,8.7,Matches
Squad Total,,,29.5,27.0,24,3,0,2,0,28.7,0.26,4.7,0.17,79,231,34.2,882,125,19.8,28.3,160,35.0,36.2,399,27,6.8,33,1.22,15.9,
Opponent Total,,,28.0,27.0,34,4,0,2,1,38.3,0.29,5.3,0.2,173,376,46.0,605,97,42.3,37.6,203,59.1,46.4,290,15,5.2,30,1.11,15.6,
