Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP.1,W.1,D.1,L.1,GF.1,GA.1,GD.1,Pts.1,Pts/MP.1,xG.1,xGA.1,xGD.1,xGD/90.1
4,Real Sociedad,12,5,4,3,13,12,1,19,1.58,15.8,11.1,4.7,0.39,13,8,2,3,20,12,8,26,2.0,16.2,10.8,5.4,0.42
5,Betis,12,6,3,3,18,12,6,21,1.75,19.2,14.4,4.8,0.4,13,6,3,4,15,14,1,21,1.62,17.7,17.9,-0.2,-0.02
6,Villarreal,12,7,2,3,17,10,7,23,1.92,21.1,11.6,9.5,0.8,13,4,3,6,12,14,-2,15,1.15,14.1,19.2,-5.2,-0.4
7,Athletic Club,13,6,2,5,18,11,7,20,1.54,19.1,9.3,9.8,0.75,13,4,4,5,18,17,1,16,1.23,16.1,13.5,2.6,0.2
8,Rayo Vallecano,13,5,5,3,18,14,4,20,1.54,18.4,14.8,3.6,0.27,13,4,4,5,13,16,-3,16,1.23,13.2,18.4,-5.2,-0.4
