Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Daniel Parejo,es ESP,MF,33-352,25.5,1774,1542,225,124,7,17,115,5,96,37,33,4,1515,7,18,Matches
Pau Torres,es ESP,DF,26-077,23.0,1457,1362,92,63,4,32,4,8,0,0,0,0,1242,3,11,Matches
Raúl Albiol,es ESP,DF,37-211,22.4,1400,1359,39,31,0,14,1,0,0,0,0,0,1241,2,4,Matches
Yeremi Pino,es ESP,"MF,FW",20-165,17.3,545,524,14,1,1,2,17,4,4,0,0,0,405,7,32,Matches
Étienne Capoue,fr FRA,MF,34-266,16.3,767,746,21,18,5,4,8,2,0,0,0,0,669,0,9,Matches
Samuel Chukwueze,ng NGA,"FW,MF",23-316,16.4,586,574,9,2,4,4,24,4,3,1,0,0,443,3,20,Matches
Gerónimo Rulli,ar ARG,GK,30-318,14.0,543,419,124,32,0,0,0,0,0,0,0,0,464,0,2,Matches
Juan Foyth,ar ARG,DF,25-081,13.0,775,642,128,25,2,9,6,103,0,0,0,0,675,5,5,Matches
Gerard Moreno,es ESP,FW,30-361,11.9,383,360,16,0,3,4,6,1,0,0,0,0,275,7,14,Matches
Alex Baena,es ESP,"MF,FW",21-257,14.4,500,484,12,4,14,1,15,1,4,3,0,0,393,4,19,Matches
Alfonso Pedraza,es ESP,DF,26-359,11.0,473,375,97,6,0,1,41,90,1,0,0,0,367,1,24,Matches
Pepe Reina,es ESP,GK,40-215,11.0,417,338,79,25,0,1,0,0,0,0,0,0,347,0,0,Matches
Kiko Femenía,es ESP,DF,32-060,10.0,602,500,99,15,0,1,25,84,0,0,0,0,511,3,12,Matches
Alberto Moreno,es ESP,DF,30-272,9.4,491,402,86,10,0,3,29,69,7,3,3,0,399,3,11,Matches
Francis Coquelin,fr FRA,MF,31-325,8.3,311,300,7,7,1,3,5,0,0,0,0,0,265,4,5,Matches
José Luis Morales,es ESP,"FW,MF",35-254,11.3,215,201,12,0,2,1,10,2,0,0,0,0,148,2,12,Matches
Nicolas Jackson,sn SEN,FW,21-287,8.8,147,139,8,0,0,0,4,1,0,0,0,0,106,0,2,Matches
Giovani Lo Celso,ar ARG,"MF,FW",26-359,6.1,288,273,14,3,1,3,5,3,7,2,0,0,242,1,7,Matches
Manu Trigueros,es ESP,MF,31-168,6.2,344,333,11,9,0,0,2,1,1,1,0,0,301,0,4,Matches
Arnaut Danjuma,nl NED,FW,26-062,5.3,95,83,12,1,0,0,6,2,2,0,0,0,70,0,1,Matches
Johan Mojica,co COL,DF,30-225,6.8,376,311,62,8,0,0,40,50,4,1,2,0,302,3,15,Matches
Aïssa Mandi,dz ALG,DF,31-163,5.4,318,284,33,11,0,3,1,20,0,0,0,0,286,1,2,Matches
Jorge Cuenca,es ESP,DF,23-137,4.0,277,268,9,6,1,6,1,1,0,0,0,0,238,0,2,Matches
Ramón Terrats,es ESP,MF,22-167,3.4,169,159,9,2,1,2,10,0,7,3,0,0,141,1,3,Matches
Manu Morlanes,es ESP,MF,24-081,1.8,46,42,3,3,0,0,0,0,0,0,0,0,36,1,2,Matches
Filip Jörgensen,dk DEN,GK,20-352,1.0,35,25,10,3,0,0,0,0,0,0,0,0,29,0,0,Matches
Mamadou Fall,sn SEN,DF,20-133,0.3,16,11,5,0,0,1,1,5,0,0,0,0,13,0,1,Matches
Haissem Hassan,fr FRA,MF,21-054,0.3,12,12,0,0,0,1,0,0,0,0,0,0,11,0,0,Matches
Fernando Niño,es ESP,"MF,FW",22-161,0.2,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
Diego Collado,es ESP,FW,22-084,0.1,7,7,0,0,0,0,2,0,0,0,0,0,5,0,1,Matches
Alberto Del Moral,es ESP,MF,22-257,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,29.5,26.0,13375,12081,1236,409,46,113,378,456,136,51,38,4,11144,58,238,
Opponent Total,,,28.0,26.0,11049,9854,1122,345,37,105,492,393,126,48,48,0,8811,73,202,
