Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Gerónimo Rulli,ar ARG,GK,30-321,14,14,1260,14.0,10,0.71,56,46,82.1,6,3,5,7,50.0,0,0,0,0,,Matches
Pepe Reina,es ESP,GK,40-218,12,12,1080,12.0,13,1.08,43,30,76.7,7,2,3,4,33.3,3,3,0,0,0.0,Matches
Filip Jörgensen,dk DEN,GK,20-355,1,1,90,1.0,1,1.0,3,2,66.7,0,0,1,0,0.0,0,0,0,0,,Matches
Squad Total,,,29.5,27,27,2430,27.0,24,0.89,102,78,79.4,13,5,9,11,40.7,3,3,0,0,0.0,
Opponent Total,,,28.0,27,27,2430,27.0,34,1.26,122,88,75.4,9,5,13,9,33.3,5,4,1,0,20.0,
