Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Lautaro Martínez,ar ARG,FW,25-209,26,2040.0,78.0,87.2,22.7,23,85.0,15,3,29.0,0,1.92,39.0,28.0,11.0,0.49,-1.31,39.6,20.4,19.2,0.85,-0.16,Matches
Nicolò Barella,it ITA,MF,26-040,25,1947.0,78.0,83.2,21.6,23,83.0,14,2,21.0,0,1.88,41.0,26.0,15.0,0.69,0.24,37.9,19.9,18.0,0.83,-0.21,Matches
Hakan Çalhanoğlu,tr TUR,MF,29-039,25,1834.0,73.0,78.4,20.4,22,80.0,9,3,21.0,0,2.0,40.0,21.0,19.0,0.93,1.29,35.8,18.2,17.6,0.86,-0.02,Matches
Milan Škriniar,sk SVK,DF,28-036,21,1769.0,84.0,75.6,19.7,20,87.0,17,1,33.0,1,1.95,37.0,23.0,14.0,0.71,0.24,32.8,17.6,15.2,0.77,-0.39,Matches
Federico Dimarco,it ITA,DF,25-129,24,1615.0,67.0,69.0,17.9,20,73.0,2,4,40.0,0,1.96,35.0,18.0,17.0,0.95,0.95,32.2,16.0,16.2,0.9,0.11,Matches
Alessandro Bastoni,it ITA,DF,23-340,21,1627.0,77.0,69.5,18.1,19,83.0,14,2,29.0,5,1.9,35.0,20.0,15.0,0.83,0.58,32.8,15.6,17.2,0.95,0.27,Matches
Henrikh Mkhitaryan,am ARM,MF,34-057,23,1518.0,66.0,64.9,16.9,18,77.0,5,5,27.0,1,1.91,34.0,15.0,19.0,1.13,1.35,30.8,13.0,17.7,1.05,0.53,Matches
Edin Džeko,ba BIH,FW,37-002,26,1555.0,60.0,66.5,17.3,17,78.0,8,9,25.0,0,1.92,38.0,18.0,20.0,1.16,1.5,32.9,15.4,17.5,1.01,0.43,Matches
Denzel Dumfries,nl NED,DF,26-335,23,1479.0,64.0,63.2,16.4,17,80.0,6,6,21.0,3,1.91,37.0,18.0,19.0,1.16,1.37,31.0,15.2,15.8,0.96,0.25,Matches
Matteo Darmian,it ITA,DF,33-107,21,1362.0,65.0,58.2,15.1,17,77.0,5,4,14.0,3,1.81,20.0,16.0,4.0,0.26,-0.93,23.3,12.4,10.9,0.72,-0.36,Matches
Francesco Acerbi,it ITA,DF,35-037,19,1515.0,80.0,64.7,16.8,16,89.0,15,3,29.0,3,2.0,30.0,18.0,12.0,0.71,0.17,29.1,15.0,14.1,0.84,-0.08,Matches
André Onana,cm CMR,GK,26-351,16,1440.0,90.0,61.5,16.0,16,90.0,16,0,,10,2.19,29.0,14.0,15.0,0.94,0.74,26.4,13.8,12.6,0.79,-0.2,Matches
Stefan de Vrij,nl NED,DF,31-042,15,1220.0,81.0,52.1,13.6,14,86.0,12,1,12.0,11,1.67,24.0,18.0,6.0,0.44,-0.44,24.7,12.3,12.4,0.92,0.1,Matches
Marcelo Brozović,hr CRO,MF,30-123,16,923.0,58.0,39.4,10.3,10,81.0,5,6,19.0,0,1.75,14.0,15.0,-1.0,-0.1,-1.24,17.7,10.3,7.4,0.72,-0.24,Matches
Samir Handanović,si SVN,GK,38-248,10,900.0,90.0,38.5,10.0,10,90.0,10,0,,13,1.5,18.0,16.0,2.0,0.2,-0.74,19.7,9.8,9.9,0.99,0.2,Matches
Romelu Lukaku,be BEL,FW,29-310,14,698.0,50.0,29.8,7.8,8,71.0,2,6,21.0,0,1.86,9.0,6.0,3.0,0.39,-0.38,15.0,6.2,8.8,1.14,0.39,Matches
Robin Gosens,de GER,"DF,FW",28-257,23,664.0,29.0,28.4,7.4,5,69.0,1,18,18.0,3,1.91,9.0,9.0,0.0,0.0,-0.91,12.3,6.7,5.5,0.75,-0.16,Matches
Joaquín Correa,ar ARG,FW,28-218,17,436.0,26.0,18.6,4.8,4,56.0,0,13,16.0,2,1.94,9.0,9.0,0.0,0.0,-0.8,8.2,6.5,1.8,0.37,-0.61,Matches
