Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Lautaro Martínez,ar ARG,FW,25-209,22.7,537,497,39,1,5,6,10,3,0,0,0,0,396,1,17,Matches
Nicolò Barella,it ITA,MF,26-040,21.6,1177,1147,24,11,6,12,64,7,4,0,2,0,956,6,20,Matches
Hakan Çalhanoğlu,tr TUR,MF,29-039,20.4,1235,1097,135,52,4,16,119,5,78,24,48,0,1033,3,10,Matches
Milan Škriniar,sk SVK,DF,28-036,19.7,1397,1328,67,43,1,13,5,22,0,0,0,0,1275,2,6,Matches
Federico Dimarco,it ITA,DF,25-129,17.9,1002,827,173,34,0,20,170,86,48,10,32,0,726,2,15,Matches
Alessandro Bastoni,it ITA,DF,23-340,18.1,1270,1147,115,41,2,18,36,63,0,0,0,0,1050,8,20,Matches
Henrikh Mkhitaryan,am ARM,MF,34-057,16.9,798,781,14,5,3,4,19,7,2,1,1,0,692,3,9,Matches
Edin Džeko,ba BIH,FW,37-002,17.3,453,433,18,1,6,6,19,1,0,0,0,0,318,2,14,Matches
Denzel Dumfries,nl NED,DF,26-335,16.4,630,512,115,3,0,1,57,112,0,0,0,0,457,3,16,Matches
Matteo Darmian,it ITA,DF,33-107,15.1,828,725,101,12,1,8,26,89,0,0,0,0,700,2,13,Matches
Francesco Acerbi,it ITA,DF,35-037,16.8,1031,980,48,32,1,9,11,7,0,0,0,0,900,3,2,Matches
André Onana,cm CMR,GK,26-351,16.0,660,540,119,16,0,5,0,0,0,0,0,0,524,1,0,Matches
Stefan de Vrij,nl NED,DF,31-042,13.6,731,716,14,13,1,0,0,1,0,0,0,0,644,1,3,Matches
Marcelo Brozović,hr CRO,MF,30-123,10.3,759,710,48,31,1,6,21,2,15,7,3,0,657,1,5,Matches
Samir Handanović,si SVN,GK,38-248,10.0,366,296,67,13,0,0,0,0,0,0,0,0,326,3,0,Matches
Romelu Lukaku,be BEL,FW,29-310,7.8,178,173,3,0,1,2,12,0,0,0,0,0,113,2,10,Matches
Robin Gosens,de GER,"DF,FW",28-257,7.4,432,359,69,0,0,1,29,69,0,0,0,0,320,4,10,Matches
Joaquín Correa,ar ARG,FW,28-218,4.8,122,118,2,1,2,0,1,1,0,0,0,0,90,2,8,Matches
Roberto Gagliardini,it ITA,MF,28-346,4.6,187,183,3,2,1,1,6,1,0,0,0,0,147,1,2,Matches
Kristjan Asllani,al ALB,MF,21-010,3.3,226,215,10,5,1,2,8,0,5,2,2,0,196,1,3,Matches
Danilo D'Ambrosio,it ITA,DF,34-191,2.8,157,148,9,4,0,1,3,5,0,0,0,0,135,0,2,Matches
Raoul Bellanova,it ITA,"DF,MF",22-306,1.8,115,102,13,0,0,2,14,13,0,0,0,0,86,0,4,Matches
Valentin Carboni,it ITA,"MF,DF",18-014,0.3,17,17,0,0,0,0,1,0,0,0,0,0,12,0,0,Matches
Mattia Zanotti,it ITA,DF,20-067,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Squad Total,,,29.5,26.0,14309,13052,1206,320,36,133,631,494,152,44,88,0,11754,51,189,
Opponent Total,,,27.1,26.0,11565,10283,1258,345,10,98,362,494,91,34,42,0,9159,24,224,
