Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Nicolò Barella,it ITA,MF,26-058,23.3,1517,30,231,774,538,51,1517,57,35,61.4,11,19.3,1019,5838,2766,63,57,9,43,30,1148,139,Matches
Lautaro Martínez,ar ARG,FW,25-227,24.0,899,17,64,399,447,137,897,60,21,35.0,29,48.3,506,2266,1039,38,27,15,61,39,656,143,Matches
Hakan Çalhanoğlu,tr TUR,MF,29-057,21.4,1535,30,292,801,460,22,1534,20,7,35.0,7,35.0,900,4256,1955,37,38,5,26,9,1017,53,Matches
Federico Dimarco,it ITA,DF,25-147,18.6,1203,39,258,457,499,57,1203,16,4,25.0,10,62.5,654,2954,1568,37,24,4,16,10,788,159,Matches
Milan Škriniar,sk SVK,DF,28-054,19.7,1546,151,741,721,90,13,1546,3,3,100.0,0,0.0,976,4478,2134,16,11,0,14,3,1137,10,Matches
Alessandro Bastoni,it ITA,DF,23-358,18.8,1463,133,596,659,217,24,1463,13,6,46.2,6,46.2,887,4646,2967,37,28,3,11,5,1022,38,Matches
Denzel Dumfries,nl NED,DF,26-353,18.3,910,29,179,377,370,84,910,39,15,38.5,17,43.6,478,2707,1406,47,27,21,29,15,563,132,Matches
Henrikh Mkhitaryan,am ARM,MF,34-075,18.0,1051,27,152,581,335,32,1051,29,13,44.8,14,48.3,611,3291,1625,39,36,9,37,19,728,58,Matches
Matteo Darmian,it ITA,DF,33-125,17.0,1113,56,376,537,207,22,1113,22,7,31.8,8,36.4,630,2465,1334,14,16,4,13,7,739,84,Matches
Francesco Acerbi,it ITA,DF,35-055,18.8,1331,130,555,665,120,18,1331,6,3,50.0,2,33.3,738,3576,1947,26,23,2,7,4,881,19,Matches
André Onana,cm CMR,GK,27-004,18.0,780,652,769,11,0,0,780,0,0,,0,,533,2587,1693,0,0,0,1,0,477,0,Matches
Edin Džeko,ba BIH,FW,37-020,17.5,663,28,62,307,304,97,663,24,7,29.2,14,58.3,353,1569,602,25,11,9,44,15,519,127,Matches
Stefan de Vrij,nl NED,DF,31-060,14.9,956,86,455,482,20,14,956,4,4,100.0,0,0.0,534,2597,1557,10,1,0,2,3,607,0,Matches
Marcelo Brozović,hr CRO,MF,30-141,12.1,1028,43,228,618,193,11,1028,12,9,75.0,3,25.0,657,3466,1410,19,20,4,13,3,720,18,Matches
Samir Handanović,si SVN,GK,38-266,10.0,385,312,382,2,1,0,385,0,0,,0,,216,1096,887,0,0,0,1,0,231,0,Matches
Romelu Lukaku,be BEL,FW,29-328,9.6,294,10,13,90,191,57,292,12,5,41.7,7,58.3,167,793,240,7,5,7,25,13,248,87,Matches
Robin Gosens,de GER,"DF,FW",28-275,8.1,572,16,130,212,234,33,572,14,7,50.0,6,42.9,289,1277,601,22,14,4,14,2,358,66,Matches
Joaquín Correa,ar ARG,FW,28-236,5.7,207,1,12,106,94,20,207,17,4,23.5,9,52.9,135,767,266,6,8,7,23,12,159,37,Matches
Roberto Gagliardini,it ITA,MF,28-364,4.6,246,8,55,116,77,20,246,4,0,0.0,3,75.0,117,696,358,12,3,1,3,2,163,17,Matches
Kristjan Asllani,al ALB,MF,21-028,3.4,273,5,63,158,53,1,273,3,1,33.3,2,66.7,179,915,317,3,8,1,3,2,206,3,Matches
Danilo D'Ambrosio,it ITA,DF,34-209,3.1,219,16,86,93,40,8,219,3,1,33.3,1,33.3,134,574,354,4,4,2,3,1,140,9,Matches
Raoul Bellanova,it ITA,"DF,MF",22-324,2.2,176,8,42,67,67,5,176,7,4,57.1,2,28.6,107,873,471,12,7,0,2,2,110,20,Matches
Valentin Carboni,it ITA,"MF,DF",18-032,0.3,25,0,4,12,10,1,25,2,1,50.0,1,50.0,16,182,83,2,0,0,2,1,15,3,Matches
Mattia Zanotti,it ITA,DF,20-085,0.0,1,0,0,1,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,29.5,28.0,18393,1827,5745,8246,4567,727,18388,367,157,42.8,152,41.4,10836,53869,27580,476,368,107,393,197,12632,1222,
Opponent Total,,,27.2,28.0,15247,1993,5506,6691,3198,444,15244,430,180,41.9,195,45.3,8116,44055,22674,488,345,95,406,234,9595,899,
